,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713455905.5044637,1713455905.5364351,1713455905.5204494,0.03197145462036133,"{('array-8838909ee9756e34565341881e2e6f0c', 114): 336}",336,10509.374815433488,tcp://10.201.0.117:42021,incoming_transfer,tcp://10.201.0.117:43043,1713455904.0172749,
1,1713455905.4944937,1713455905.5354323,1713455905.5149632,0.040938615798950195,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 123, 0, 0, 0): 3324}",3324,81194.73350843579,tcp://10.201.0.117:32869,incoming_transfer,tcp://10.201.0.117:36453,1713455904.0173173,
2,1713455905.5327032,1713455905.538355,1713455904.0154912,0.005651950836181641,"{('array-8838909ee9756e34565341881e2e6f0c', 114): 336}",336,59448.50012655024,tcp://10.201.0.117:43043,outgoing_transfer,tcp://10.201.0.117:42021,1713455904.092782,664.0
3,1713455905.5591474,1713455905.592957,1713455905.5760522,0.033809661865234375,"{('array-8838909ee9756e34565341881e2e6f0c', 96): 336}",336,9937.987588852533,tcp://10.201.0.115:42969,incoming_transfer,tcp://10.201.0.115:45655,1713455904.1014888,
4,1713455905.5590935,1713455905.59583,1713455905.5774617,0.036736488342285156,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 105, 0, 0, 0): 3324}",3324,90482.24667064718,tcp://10.201.0.115:39041,incoming_transfer,tcp://10.201.0.115:44311,1713455904.1042743,
5,1713455905.4944937,1713455905.5354323,1713455905.5149632,0.040938615798950195,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 123, 0, 0, 0): 3324}",3324,81194.73350843579,tcp://10.201.0.117:32869,incoming_transfer,tcp://10.201.0.117:36453,1713455904.130175,
6,1713455904.1710937,1713455904.1750884,1713455904.1730912,0.00399470329284668,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 89, 0, 0, 0): 3324}",3324,832101.8499552372,tcp://10.201.0.117:32869,incoming_transfer,tcp://10.201.0.117:36453,1713455904.1301785,
7,1713455905.5901642,1713455905.595767,1713455904.0992513,0.005602836608886719,"{('array-8838909ee9756e34565341881e2e6f0c', 96): 336}",336,59969.62314893617,tcp://10.201.0.115:45655,outgoing_transfer,tcp://10.201.0.115:42969,1713455904.1476808,664.0
8,1713455904.1865838,1713455904.207026,1713455904.1968048,0.02044224739074707,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 87, 0, 0, 0): 3324}",3324,162604.43073908633,tcp://10.201.0.117:36453,incoming_transfer,tcp://10.201.0.117:42021,1713455904.1559613,
9,1713455904.1272476,1713455904.1312659,1713455904.128125,0.004018306732177734,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 89, 0, 0, 0): 3324}",3324,827214.103239587,tcp://10.201.0.117:36453,outgoing_transfer,tcp://10.201.0.117:32869,1713455904.1591973,621.0
