,key,start,finish,called_from,time
19,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,released,fetch,tcp://10.201.3.137:34103,1713553303.7604024
20,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,fetch,flight,tcp://10.201.3.137:34103,1713553303.761098
21,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,fetch,flight,tcp://10.201.3.137:34103,1713553303.7615921
22,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,fetch,flight,tcp://10.201.3.137:34103,1713553303.7621784
23,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,flight,memory,tcp://10.201.3.137:34103,1713553303.7723675
24,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,flight,memory,tcp://10.201.3.137:34103,1713553303.7741592
25,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,flight,memory,tcp://10.201.3.137:34103,1713553303.7765448
26,list-442b451e-ab89-429d-a627-d93e43fda587,waiting,ready,tcp://10.201.3.137:34103,1713553303.7781446
27,list-442b451e-ab89-429d-a627-d93e43fda587,ready,executing,tcp://10.201.3.137:34103,1713553303.7790182
28,list-442b451e-ab89-429d-a627-d93e43fda587,executing,memory,tcp://10.201.3.137:34103,1713553303.7807422
29,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,memory,released,tcp://10.201.3.137:34103,1713553303.7894905
30,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,memory,released,tcp://10.201.3.137:37277,1713553303.7895153
31,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,memory,released,tcp://10.201.3.137:36485,1713553303.7896166
32,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,memory,released,tcp://10.201.3.137:35227,1713553303.789677
33,_dask_helper-ac120fa4-68ab-46d7-aa69-27c24c9330ba,memory,released,tcp://10.201.3.137:34103,1713553303.7900155
34,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,released,forgotten,tcp://10.201.3.137:36485,1713553303.7918625
35,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,released,forgotten,tcp://10.201.3.137:37277,1713553303.7918692
36,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,memory,released,tcp://10.201.3.137:34103,1713553303.791935
37,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,released,forgotten,tcp://10.201.3.137:35227,1713553303.7918763
38,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,memory,released,tcp://10.201.3.137:34103,1713553303.7963302
39,list-442b451e-ab89-429d-a627-d93e43fda587,memory,released,tcp://10.201.3.137:34103,1713553303.8133435
40,list-442b451e-ab89-429d-a627-d93e43fda587,released,forgotten,tcp://10.201.3.137:34103,1713553303.8144846
41,_dask_helper-ac120fa4-68ab-46d7-aa69-27c24c9330ba,released,forgotten,tcp://10.201.3.137:34103,1713553303.8157349
42,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,released,forgotten,tcp://10.201.3.137:34103,1713553303.8163512
43,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,released,forgotten,tcp://10.201.3.137:34103,1713553303.816946
44,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,released,forgotten,tcp://10.201.3.137:34103,1713553303.817527
45,_dask_helper-348268ba-b6c8-427a-a5a5-9e1c3f6012f7,released,waiting,tcp://10.201.3.137:40053,1713553304.466105
46,_dask_helper-348268ba-b6c8-427a-a5a5-9e1c3f6012f7,waiting,ready,tcp://10.201.3.137:40053,1713553304.4665542
47,_dask_helper-348268ba-b6c8-427a-a5a5-9e1c3f6012f7,ready,executing,tcp://10.201.3.137:40053,1713553304.4675786
48,_dask_helper-348268ba-b6c8-427a-a5a5-9e1c3f6012f7,executing,memory,tcp://10.201.3.137:40053,1713553317.385191
49,list-310b0a2b-cf55-437d-beb9-4e17e4617d1b,released,waiting,tcp://10.201.3.137:40053,1713553317.3886983
50,list-310b0a2b-cf55-437d-beb9-4e17e4617d1b,waiting,ready,tcp://10.201.3.137:40053,1713553317.3892941
51,list-310b0a2b-cf55-437d-beb9-4e17e4617d1b,ready,executing,tcp://10.201.3.137:40053,1713553317.3898864
52,list-310b0a2b-cf55-437d-beb9-4e17e4617d1b,executing,memory,tcp://10.201.3.137:40053,1713553317.3913367
53,_dask_helper-348268ba-b6c8-427a-a5a5-9e1c3f6012f7,memory,released,tcp://10.201.3.137:40053,1713553317.3941324
54,list-310b0a2b-cf55-437d-beb9-4e17e4617d1b,memory,released,tcp://10.201.3.137:40053,1713553317.4455013
55,list-310b0a2b-cf55-437d-beb9-4e17e4617d1b,released,forgotten,tcp://10.201.3.137:40053,1713553317.4465725
56,_dask_helper-348268ba-b6c8-427a-a5a5-9e1c3f6012f7,released,forgotten,tcp://10.201.3.137:40053,1713553317.4479206
57,_dask_helper-4ddf2a99-d2f6-45f8-ba14-f4e6b45bf167,released,waiting,tcp://10.201.3.137:44931,1713553318.128511
58,_dask_helper-4ddf2a99-d2f6-45f8-ba14-f4e6b45bf167,waiting,ready,tcp://10.201.3.137:44931,1713553318.128843
59,_dask_helper-4ddf2a99-d2f6-45f8-ba14-f4e6b45bf167,ready,executing,tcp://10.201.3.137:44931,1713553318.1300762
60,_dask_helper-4ddf2a99-d2f6-45f8-ba14-f4e6b45bf167,executing,memory,tcp://10.201.3.137:44931,1713553330.848584
61,list-e993ed3e-0565-46d2-af6d-01b06abe262e,released,waiting,tcp://10.201.3.137:44931,1713553330.8520222
62,list-e993ed3e-0565-46d2-af6d-01b06abe262e,waiting,ready,tcp://10.201.3.137:44931,1713553330.8525853
63,list-e993ed3e-0565-46d2-af6d-01b06abe262e,ready,executing,tcp://10.201.3.137:44931,1713553330.8531582
64,list-e993ed3e-0565-46d2-af6d-01b06abe262e,executing,memory,tcp://10.201.3.137:44931,1713553330.8546135
65,_dask_helper-4ddf2a99-d2f6-45f8-ba14-f4e6b45bf167,memory,released,tcp://10.201.3.137:44931,1713553330.8573458
66,list-e993ed3e-0565-46d2-af6d-01b06abe262e,memory,released,tcp://10.201.3.137:44931,1713553330.870143
67,list-e993ed3e-0565-46d2-af6d-01b06abe262e,released,forgotten,tcp://10.201.3.137:44931,1713553330.8714209
68,_dask_helper-4ddf2a99-d2f6-45f8-ba14-f4e6b45bf167,released,forgotten,tcp://10.201.3.137:44931,1713553330.8727126
