,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
0,_dask_helper-ac120fa4-68ab-46d7-aa69-27c24c9330ba,,,dask_helper,dask_helper,released,waiting,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1129324
1,_dask_helper-ac120fa4-68ab-46d7-aa69-27c24c9330ba,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1141703
2,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,,,dask_helper,dask_helper,released,waiting,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1147804
3,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1156533
4,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,,,dask_helper,dask_helper,released,waiting,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.116371
5,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.117207
6,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,,,dask_helper,dask_helper,released,waiting,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1179361
7,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1187603
8,list-442b451e-ab89-429d-a627-d93e43fda587,,,list,list,released,waiting,update-graph-1713553295.9856648,tcp://10.201.3.55:8786,,,,,1713553298.1194859
9,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,23355207385088,tcp://10.201.3.137:37277,dask_helper,dask_helper,processing,memory,task-finished-1713553303.7093816,tcp://10.201.3.55:8786,1713553301.183266,1713553304.4296892,3.2464232444763184,50208,1713553303.710564
10,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,22549761134592,tcp://10.201.3.137:36485,dask_helper,dask_helper,processing,memory,task-finished-1713553303.719579,tcp://10.201.3.55:8786,1713553301.1812854,1713553304.4379709,3.256685495376587,50208,1713553303.7208421
11,_dask_helper-ac120fa4-68ab-46d7-aa69-27c24c9330ba,23155977818112,tcp://10.201.3.137:34103,dask_helper,dask_helper,processing,memory,task-finished-1713553303.7262306,tcp://10.201.3.55:8786,1713553301.1839752,1713553304.4471273,3.2631521224975586,50248,1713553303.7275362
12,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,22740670636032,tcp://10.201.3.137:35227,dask_helper,dask_helper,processing,memory,task-finished-1713553303.7552488,tcp://10.201.3.55:8786,1713553301.1830118,1713553304.4751909,3.2921791076660156,50208,1713553303.7566347
13,list-442b451e-ab89-429d-a627-d93e43fda587,,,list,list,waiting,processing,task-finished-1713553303.7552488,tcp://10.201.3.55:8786,,,,,1713553303.757168
14,list-442b451e-ab89-429d-a627-d93e43fda587,23155810779136,tcp://10.201.3.137:34103,list,list,processing,memory,task-finished-1713553303.7805014,tcp://10.201.3.55:8786,1713553303.7591126,1713553303.766499,0.007386445999145508,200992,1713553303.7841544
15,_dask_helper-3239c7c4-b03f-44d6-9284-4ae264a4a455,,,dask_helper,dask_helper,memory,released,task-finished-1713553303.7805014,tcp://10.201.3.55:8786,,,,,1713553303.784353
16,_dask_helper-ac120fa4-68ab-46d7-aa69-27c24c9330ba,,,dask_helper,dask_helper,memory,released,task-finished-1713553303.7805014,tcp://10.201.3.55:8786,,,,,1713553303.7855716
17,_dask_helper-a069e8f9-9aa7-49c5-843d-144631f2bd73,,,dask_helper,dask_helper,memory,released,task-finished-1713553303.7805014,tcp://10.201.3.55:8786,,,,,1713553303.786675
18,_dask_helper-a7112667-f478-40cc-81b4-35fb273ffa48,,,dask_helper,dask_helper,memory,released,task-finished-1713553303.7805014,tcp://10.201.3.55:8786,,,,,1713553303.787761
19,list-442b451e-ab89-429d-a627-d93e43fda587,,,list,list,memory,forgotten,client-releases-keys-1713553303.8078136,tcp://10.201.3.55:8786,,,,,1713553303.807873
