,worker,action,stimulus_id,time
0,tcp://10.201.3.213:41017,add,,1713543198.6796293
1,tcp://10.201.3.213:38967,add,,1713543198.6812434
2,tcp://10.201.3.213:36179,add,,1713543198.6822653
3,tcp://10.201.3.213:46169,add,,1713543198.6833758
4,tcp://10.201.3.225:46561,add,,1713543198.7520478
5,tcp://10.201.3.225:35345,add,,1713543198.7531898
6,tcp://10.201.3.225:42281,add,,1713543198.7542477
7,tcp://10.201.3.225:39929,add,,1713543198.7552822
