,key,start,finish,called_from,time
0,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,released,waiting,tcp://10.201.3.17:36903,1713553309.5665867
1,_dask_helper-a490499d-f890-4a7c-82f5-445053d7c891,released,waiting,tcp://10.201.3.17:37637,1713553309.566585
2,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,released,waiting,tcp://10.201.3.17:35967,1713553309.5665867
3,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,released,waiting,tcp://10.201.3.17:36723,1713553309.5665867
4,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,waiting,ready,tcp://10.201.3.17:36903,1713553309.5678694
5,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,waiting,ready,tcp://10.201.3.17:35967,1713553309.5678904
6,_dask_helper-a490499d-f890-4a7c-82f5-445053d7c891,waiting,ready,tcp://10.201.3.17:37637,1713553309.5678875
7,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,waiting,ready,tcp://10.201.3.17:36723,1713553309.5679004
8,_dask_helper-a490499d-f890-4a7c-82f5-445053d7c891,ready,executing,tcp://10.201.3.17:37637,1713553309.570262
9,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,ready,executing,tcp://10.201.3.17:36903,1713553309.5702453
10,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,ready,executing,tcp://10.201.3.17:35967,1713553309.5702493
11,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,ready,executing,tcp://10.201.3.17:36723,1713553309.5702665
12,_dask_helper-a490499d-f890-4a7c-82f5-445053d7c891,executing,memory,tcp://10.201.3.17:37637,1713553312.8717217
13,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,executing,memory,tcp://10.201.3.17:35967,1713553312.8789492
14,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,executing,memory,tcp://10.201.3.17:36723,1713553312.9036665
15,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,executing,memory,tcp://10.201.3.17:36903,1713553313.01459
16,list-eadaf46e-d379-4039-91d1-1967ac67cb59,released,waiting,tcp://10.201.3.17:37637,1713553313.0178285
17,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,released,fetch,tcp://10.201.3.17:37637,1713553313.018315
18,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,released,fetch,tcp://10.201.3.17:37637,1713553313.0188901
19,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,released,fetch,tcp://10.201.3.17:37637,1713553313.019456
20,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,fetch,flight,tcp://10.201.3.17:37637,1713553313.0201426
21,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,fetch,flight,tcp://10.201.3.17:37637,1713553313.0206416
22,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,fetch,flight,tcp://10.201.3.17:37637,1713553313.0212238
23,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,flight,memory,tcp://10.201.3.17:37637,1713553313.0300977
24,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,flight,memory,tcp://10.201.3.17:37637,1713553313.0310936
25,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,flight,memory,tcp://10.201.3.17:37637,1713553313.0325267
26,list-eadaf46e-d379-4039-91d1-1967ac67cb59,waiting,ready,tcp://10.201.3.17:37637,1713553313.0341394
27,list-eadaf46e-d379-4039-91d1-1967ac67cb59,ready,executing,tcp://10.201.3.17:37637,1713553313.0350142
28,list-eadaf46e-d379-4039-91d1-1967ac67cb59,executing,memory,tcp://10.201.3.17:37637,1713553313.0365863
29,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,memory,released,tcp://10.201.3.17:37637,1713553313.045325
30,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,memory,released,tcp://10.201.3.17:36903,1713553313.0453982
31,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,memory,released,tcp://10.201.3.17:35967,1713553313.045416
32,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,memory,released,tcp://10.201.3.17:36723,1713553313.0455189
33,_dask_helper-a490499d-f890-4a7c-82f5-445053d7c891,memory,released,tcp://10.201.3.17:37637,1713553313.0459092
34,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,released,forgotten,tcp://10.201.3.17:36903,1713553313.0477796
35,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,released,forgotten,tcp://10.201.3.17:35967,1713553313.0477924
36,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,released,forgotten,tcp://10.201.3.17:36723,1713553313.0478046
37,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,memory,released,tcp://10.201.3.17:37637,1713553313.0478067
38,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,memory,released,tcp://10.201.3.17:37637,1713553313.0620534
39,list-eadaf46e-d379-4039-91d1-1967ac67cb59,memory,released,tcp://10.201.3.17:37637,1713553313.0797143
40,list-eadaf46e-d379-4039-91d1-1967ac67cb59,released,forgotten,tcp://10.201.3.17:37637,1713553313.0808148
41,_dask_helper-eb3a1219-0079-4da8-a46f-26ef364e69ea,released,forgotten,tcp://10.201.3.17:37637,1713553313.0820694
42,_dask_helper-e1ccf25e-ad06-4d70-8303-e1156361fd6c,released,forgotten,tcp://10.201.3.17:37637,1713553313.082674
43,_dask_helper-a490499d-f890-4a7c-82f5-445053d7c891,released,forgotten,tcp://10.201.3.17:37637,1713553313.0832734
44,_dask_helper-d21168c4-ce85-49a9-8919-85003df15e24,released,forgotten,tcp://10.201.3.17:37637,1713553313.0838668
45,_dask_helper-abb8363c-e005-4c6d-b67d-edf0d7606c75,released,waiting,tcp://10.201.3.17:40773,1713553313.7402265
46,_dask_helper-abb8363c-e005-4c6d-b67d-edf0d7606c75,waiting,ready,tcp://10.201.3.17:40773,1713553313.7405682
47,_dask_helper-abb8363c-e005-4c6d-b67d-edf0d7606c75,ready,executing,tcp://10.201.3.17:40773,1713553313.7416465
48,_dask_helper-abb8363c-e005-4c6d-b67d-edf0d7606c75,executing,memory,tcp://10.201.3.17:40773,1713553326.7282581
49,list-a9946aa1-b28b-431e-8646-f69cdd72a223,released,waiting,tcp://10.201.3.17:40773,1713553326.7317522
50,list-a9946aa1-b28b-431e-8646-f69cdd72a223,waiting,ready,tcp://10.201.3.17:40773,1713553326.7323813
51,list-a9946aa1-b28b-431e-8646-f69cdd72a223,ready,executing,tcp://10.201.3.17:40773,1713553326.7330146
52,list-a9946aa1-b28b-431e-8646-f69cdd72a223,executing,memory,tcp://10.201.3.17:40773,1713553326.7344217
53,_dask_helper-abb8363c-e005-4c6d-b67d-edf0d7606c75,memory,released,tcp://10.201.3.17:40773,1713553326.7373657
54,list-a9946aa1-b28b-431e-8646-f69cdd72a223,memory,released,tcp://10.201.3.17:40773,1713553326.7869508
55,list-a9946aa1-b28b-431e-8646-f69cdd72a223,released,forgotten,tcp://10.201.3.17:40773,1713553326.7880516
56,_dask_helper-abb8363c-e005-4c6d-b67d-edf0d7606c75,released,forgotten,tcp://10.201.3.17:40773,1713553326.789365
57,_dask_helper-568cf545-8d39-4559-84cd-f3ad4d975051,released,waiting,tcp://10.201.3.17:45407,1713553327.4466295
58,_dask_helper-568cf545-8d39-4559-84cd-f3ad4d975051,waiting,ready,tcp://10.201.3.17:45407,1713553327.446999
59,_dask_helper-568cf545-8d39-4559-84cd-f3ad4d975051,ready,executing,tcp://10.201.3.17:45407,1713553327.4482932
60,_dask_helper-568cf545-8d39-4559-84cd-f3ad4d975051,executing,memory,tcp://10.201.3.17:45407,1713553340.1908438
61,list-c7366ccf-20ac-4f5b-ad7a-54267efa7df4,released,waiting,tcp://10.201.3.17:45407,1713553340.194266
