,worker,action,stimulus_id,time
0,tcp://10.201.3.228:41779,add,,1713553301.98781
1,tcp://10.201.3.228:36429,add,,1713553301.9893103
2,tcp://10.201.3.228:45419,add,,1713553301.994985
3,tcp://10.201.3.228:35537,add,,1713553301.9963207
4,tcp://10.201.3.228:33249,add,,1713553301.9975073
5,tcp://10.201.3.228:38435,add,,1713553301.998682
6,tcp://10.201.3.228:43113,add,,1713553301.9998598
7,tcp://10.201.3.228:44877,add,,1713553302.0010073
