,worker,action,stimulus_id,time
0,tcp://10.201.3.32:34135,add,,1713546979.4716039
1,tcp://10.201.3.32:41719,add,,1713546981.3890443
2,tcp://10.201.3.32:33363,add,,1713546981.3923647
3,tcp://10.201.3.32:34901,add,,1713546981.3944378
4,tcp://10.201.3.26:44579,add,,1713546981.3957248
5,tcp://10.201.3.26:37563,add,,1713546981.3969722
6,tcp://10.201.3.26:42707,add,,1713546981.3982167
7,tcp://10.201.3.26:37085,add,,1713546981.3994105
