,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713455865.7120876,1713455865.727612,1713455865.7198498,0.01552438735961914,"{('array-8838909ee9756e34565341881e2e6f0c', 127): 336}",336,21643.366157815522,tcp://10.201.2.127:32971,incoming_transfer,tcp://10.201.3.17:42149,1713455865.7319462,
1,1713455865.7230675,1713455865.7243693,1713455865.7254624,0.0013017654418945312,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 99, 0, 0, 0): 3324}",3324,2553455.402197802,tcp://10.201.2.127:32971,outgoing_transfer,tcp://10.201.3.17:42149,1713455865.7350285,621.0
2,1713455865.7166395,1713455865.738319,1713455865.7274792,0.021679401397705078,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 126, 0, 0, 0): 3324}",3324,153325.26664467173,tcp://10.201.2.127:37565,incoming_transfer,tcp://10.201.3.17:41721,1713455865.740706,
3,1713455865.734659,1713455865.7360837,1713455865.7363071,0.0014247894287109375,"{('array-8838909ee9756e34565341881e2e6f0c', 106): 336, ('array-8838909ee9756e34565341881e2e6f0c', 114): 336, ('array-8838909ee9756e34565341881e2e6f0c', 98): 336}",1008,707472.9638554216,tcp://10.201.2.127:37565,outgoing_transfer,tcp://10.201.3.17:41721,1713455865.7434235,1910.0
4,1713455865.7123365,1713455865.7437413,1713455865.728039,0.031404733657836914,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 125, 0, 0, 0): 3324}",3324,105843.91627758672,tcp://10.201.3.17:41867,incoming_transfer,tcp://10.201.3.17:37383,1713455865.7494402,
5,1713455865.7123365,1713455865.7437413,1713455865.728039,0.031404733657836914,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 125, 0, 0, 0): 3324}",3324,105843.91627758672,tcp://10.201.3.17:41867,incoming_transfer,tcp://10.201.3.17:37383,1713455865.7801967,
6,1713455865.763411,1713455865.7729313,1713455865.768171,0.009520292282104492,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 101, 0, 0, 0): 3324, ('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 117, 0, 0, 0): 3324, ('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 109, 0, 0, 0): 3324}",9972,1047446.8329869024,tcp://10.201.3.17:41867,incoming_transfer,tcp://10.201.3.17:37383,1713455865.7802,
7,1713455865.7120876,1713455865.727612,1713455865.7198498,0.01552438735961914,"{('array-8838909ee9756e34565341881e2e6f0c', 127): 336}",336,21643.366157815522,tcp://10.201.2.127:32971,incoming_transfer,tcp://10.201.3.17:42149,1713455865.787932,
8,1713455865.7608998,1713455865.7845778,1713455865.7727387,0.023678064346313477,"{('array-8838909ee9756e34565341881e2e6f0c', 111): 336, ('array-8838909ee9756e34565341881e2e6f0c', 95): 336, ('array-8838909ee9756e34565341881e2e6f0c', 123): 336, ('array-8838909ee9756e34565341881e2e6f0c', 119): 336, ('array-8838909ee9756e34565341881e2e6f0c', 103): 336, ('array-8838909ee9756e34565341881e2e6f0c', 115): 336}",2016,85142.09483149236,tcp://10.201.2.127:32971,incoming_transfer,tcp://10.201.3.17:42149,1713455865.7879357,
9,1713455865.7166395,1713455865.738319,1713455865.7274792,0.021679401397705078,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 126, 0, 0, 0): 3324}",3324,153325.26664467173,tcp://10.201.2.127:37565,incoming_transfer,tcp://10.201.3.17:41721,1713455865.808153,
