,worker,action,stimulus_id,time
0,tcp://10.201.3.17:42149,add,,1713455862.3057559
1,tcp://10.201.2.127:37565,add,,1713455862.3183439
2,tcp://10.201.2.127:40719,add,,1713455862.325025
3,tcp://10.201.2.127:32971,add,,1713455862.3317785
4,tcp://10.201.2.127:43135,add,,1713455862.3372636
5,tcp://10.201.3.17:41721,add,,1713455862.3384387
6,tcp://10.201.3.17:41867,add,,1713455862.3395445
7,tcp://10.201.3.17:37383,add,,1713455862.3405979
