,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
0,_dask_helper-9731f80c-b769-4e38-8691-8aeeaa22a0bc,,,dask_helper,dask_helper,released,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4371147
1,_dask_helper-9731f80c-b769-4e38-8691-8aeeaa22a0bc,,,dask_helper,dask_helper,waiting,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4379852
2,_dask_helper-9731f80c-b769-4e38-8691-8aeeaa22a0bc,,,dask_helper,dask_helper,waiting,queued,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.438683
3,_dask_helper-936f2254-27a9-499a-837e-021236ce898f,,,dask_helper,dask_helper,released,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4397302
4,_dask_helper-936f2254-27a9-499a-837e-021236ce898f,,,dask_helper,dask_helper,waiting,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4405513
5,_dask_helper-936f2254-27a9-499a-837e-021236ce898f,,,dask_helper,dask_helper,waiting,queued,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4413562
6,_dask_helper-69422a00-d2ee-48a4-8fa6-0c7d79d710f1,,,dask_helper,dask_helper,released,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4421706
7,_dask_helper-69422a00-d2ee-48a4-8fa6-0c7d79d710f1,,,dask_helper,dask_helper,waiting,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4429758
8,_dask_helper-69422a00-d2ee-48a4-8fa6-0c7d79d710f1,,,dask_helper,dask_helper,waiting,queued,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4437885
9,_dask_helper-1174db58-6c19-42a2-a924-cab7f4014ae3,,,dask_helper,dask_helper,released,waiting,update-graph-1713553286.8187597,tcp://10.201.3.1:8786,,,,,1713553287.4446
