,key,start,finish,called_from,time
34,_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908,released,forgotten,tcp://10.201.3.254:38761,1713553312.9086459
35,_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3,released,forgotten,tcp://10.201.3.254:38357,1713553312.9086459
36,_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3,memory,released,tcp://10.201.3.254:39001,1713553312.9087007
37,_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab,released,forgotten,tcp://10.201.3.254:37823,1713553312.9086816
38,_dask_helper-3dbc9aac-0ac5-4d23-8eeb-29e497db35b1,memory,released,tcp://10.201.3.254:39001,1713553312.923657
39,list-d760c6bf-208d-4f30-a50f-70add98624c4,memory,released,tcp://10.201.3.254:39001,1713553312.942134
40,list-d760c6bf-208d-4f30-a50f-70add98624c4,released,forgotten,tcp://10.201.3.254:39001,1713553312.943235
41,_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab,released,forgotten,tcp://10.201.3.254:39001,1713553312.9444664
42,_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908,released,forgotten,tcp://10.201.3.254:39001,1713553312.945081
43,_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3,released,forgotten,tcp://10.201.3.254:39001,1713553312.945676
44,_dask_helper-3dbc9aac-0ac5-4d23-8eeb-29e497db35b1,released,forgotten,tcp://10.201.3.254:39001,1713553312.9462585
45,_dask_helper-37c78500-d676-42ab-b6c8-3402e28ee469,released,waiting,tcp://10.201.3.254:42141,1713553313.6062078
46,_dask_helper-37c78500-d676-42ab-b6c8-3402e28ee469,waiting,ready,tcp://10.201.3.254:42141,1713553313.6065643
47,_dask_helper-37c78500-d676-42ab-b6c8-3402e28ee469,ready,executing,tcp://10.201.3.254:42141,1713553313.6074338
48,_dask_helper-37c78500-d676-42ab-b6c8-3402e28ee469,executing,memory,tcp://10.201.3.254:42141,1713553326.6207736
49,list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846,released,waiting,tcp://10.201.3.254:42141,1713553326.6240435
50,list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846,waiting,ready,tcp://10.201.3.254:42141,1713553326.6246088
51,list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846,ready,executing,tcp://10.201.3.254:42141,1713553326.6252644
52,list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846,executing,memory,tcp://10.201.3.254:42141,1713553326.6266372
53,_dask_helper-37c78500-d676-42ab-b6c8-3402e28ee469,memory,released,tcp://10.201.3.254:42141,1713553326.6291788
54,list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846,memory,released,tcp://10.201.3.254:42141,1713553326.6776347
55,list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846,released,forgotten,tcp://10.201.3.254:42141,1713553326.678483
56,_dask_helper-37c78500-d676-42ab-b6c8-3402e28ee469,released,forgotten,tcp://10.201.3.254:42141,1713553326.6797836
57,_dask_helper-ddb01c7f-1b82-40e5-8059-8aed6ec5efad,released,waiting,tcp://10.201.3.254:43195,1713553327.332244
58,_dask_helper-ddb01c7f-1b82-40e5-8059-8aed6ec5efad,waiting,ready,tcp://10.201.3.254:43195,1713553327.3325944
59,_dask_helper-ddb01c7f-1b82-40e5-8059-8aed6ec5efad,ready,executing,tcp://10.201.3.254:43195,1713553327.3338654
60,_dask_helper-ddb01c7f-1b82-40e5-8059-8aed6ec5efad,executing,memory,tcp://10.201.3.254:43195,1713553340.170506
61,list-e6d12ef4-022c-434c-b580-d2640ad424a6,released,waiting,tcp://10.201.3.254:43195,1713553340.1739395
62,list-e6d12ef4-022c-434c-b580-d2640ad424a6,waiting,ready,tcp://10.201.3.254:43195,1713553340.1745389
63,list-e6d12ef4-022c-434c-b580-d2640ad424a6,ready,executing,tcp://10.201.3.254:43195,1713553340.1751297
64,list-e6d12ef4-022c-434c-b580-d2640ad424a6,executing,memory,tcp://10.201.3.254:43195,1713553340.1765862
65,_dask_helper-ddb01c7f-1b82-40e5-8059-8aed6ec5efad,memory,released,tcp://10.201.3.254:43195,1713553340.1792998
66,list-e6d12ef4-022c-434c-b580-d2640ad424a6,memory,released,tcp://10.201.3.254:43195,1713553340.1911695
67,list-e6d12ef4-022c-434c-b580-d2640ad424a6,released,forgotten,tcp://10.201.3.254:43195,1713553340.1923876
68,_dask_helper-ddb01c7f-1b82-40e5-8059-8aed6ec5efad,released,forgotten,tcp://10.201.3.254:43195,1713553340.1937065
