,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713553312.876359,1713553312.884188,1713553312.8802733,0.007828950881958008,{'_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908': 50208},50208,6413119.810944971,tcp://10.201.3.254:38761,incoming_transfer,tcp://10.201.3.254:39001,1713553312.8900025,
1,1713553312.876359,1713553312.884188,1713553312.8802733,0.007828950881958008,{'_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908': 50208},50208,6413119.810944971,tcp://10.201.3.254:38761,incoming_transfer,tcp://10.201.3.254:39001,1713553312.8915384,
2,1713553312.8763058,1713553312.885825,1713553312.8810654,0.009519100189208984,{'_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3': 50208},50208,5274448.1098031355,tcp://10.201.3.254:38357,incoming_transfer,tcp://10.201.3.254:39001,1713553312.891541,
3,1713553312.8763058,1713553312.885825,1713553312.8810654,0.009519100189208984,{'_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3': 50208},50208,5274448.1098031355,tcp://10.201.3.254:38357,incoming_transfer,tcp://10.201.3.254:39001,1713553312.8939154,
4,1713553312.8763933,1713553312.888222,1713553312.8823075,0.01182866096496582,{'_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab': 50208},50208,4244605.5516094575,tcp://10.201.3.254:37823,incoming_transfer,tcp://10.201.3.254:39001,1713553312.8939185,
5,1713553312.8838959,1713553312.8914135,1713553312.8875084,0.007517576217651367,{'_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3': 50208},50208,6678748.381973296,tcp://10.201.3.254:39001,outgoing_transfer,tcp://10.201.3.254:38357,1713553312.9067304,50254.0
6,1713553312.883772,1713553312.8895042,1713553312.8867388,0.005732297897338867,{'_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908': 50208},50208,8758791.133885123,tcp://10.201.3.254:39001,outgoing_transfer,tcp://10.201.3.254:38761,1713553312.9067233,50254.0
7,1713553312.8842304,1713553312.8938885,1713553312.8888311,0.009658098220825195,{'_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab': 50208},50208,5198538.972376509,tcp://10.201.3.254:39001,outgoing_transfer,tcp://10.201.3.254:37823,1713553312.906711,50254.0
8,1713553312.9214363,1713553312.9241002,1713553312.9280791,0.002663850784301758,{'list-d760c6bf-208d-4f30-a50f-70add98624c4': 200992},200992,75451673.63895105,,outgoing_transfer,tcp://10.201.3.254:39001,1713553312.9426146,200317.0
9,1713553326.629489,1713553326.6484466,1713553326.6404414,0.01895761489868164,{'list-5d2b3ab3-b35a-49cc-b98d-dc1c5d159846': 4961288},4961288,261704229.48854288,,outgoing_transfer,tcp://10.201.3.254:42141,1713553326.6778517,5584655.0
10,1713553340.1787274,1713553340.1811206,1713553340.1826966,0.0023932456970214844,{'list-e6d12ef4-022c-434c-b580-d2640ad424a6': 80328},80328,33564460.22235505,,outgoing_transfer,tcp://10.201.3.254:43195,1713553340.1917765,92520.0
