,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
0,_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.001692
1,_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0027902
2,_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0033476
3,_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0042284
4,_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0049613
5,_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0058014
6,_dask_helper-3dbc9aac-0ac5-4d23-8eeb-29e497db35b1,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0065258
7,_dask_helper-3dbc9aac-0ac5-4d23-8eeb-29e497db35b1,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.0075955
8,list-d760c6bf-208d-4f30-a50f-70add98624c4,,,list,list,released,waiting,update-graph-1713553302.769398,tcp://10.201.4.7:8786,,,,,1713553307.008059
9,_dask_helper-c6477294-b511-46e9-8cb5-1c4a7d30f6ab,22605908156416,tcp://10.201.3.254:37823,dask_helper,dask_helper,processing,memory,task-finished-1713553312.7761006,tcp://10.201.4.7:8786,1713553311.3461351,1713553314.5977647,3.251629590988159,50208,1713553312.77768
10,_dask_helper-a1e52252-3cb0-45f2-9592-81d92772f6f3,23300994822144,tcp://10.201.3.254:38357,dask_helper,dask_helper,processing,memory,task-finished-1713553312.7812574,tcp://10.201.4.7:8786,1713553311.3475857,1713553314.6043246,3.2567389011383057,50208,1713553312.7833662
11,_dask_helper-6490452a-bd80-4f96-9d45-cdda24fb8908,23050057048064,tcp://10.201.3.254:38761,dask_helper,dask_helper,processing,memory,task-finished-1713553312.7785404,tcp://10.201.4.7:8786,1713553311.351225,1713553314.6052608,3.2540359497070312,50208,1713553312.784172
