,worker,action,stimulus_id,time
0,tcp://10.201.3.138:40137,add,,1713546980.8453739
1,tcp://10.201.3.138:42565,add,,1713546982.7550905
2,tcp://10.201.3.138:46757,add,,1713546982.758857
3,tcp://10.201.3.138:40517,add,,1713546982.7601142
4,tcp://10.201.3.131:43355,add,,1713546982.7612746
5,tcp://10.201.3.131:37489,add,,1713546982.7624195
6,tcp://10.201.3.131:46391,add,,1713546982.7635512
7,tcp://10.201.3.131:41811,add,,1713546982.7646613
