,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713560371.4937568,1713560488.2742624,1713560429.8840096,116.78050565719604,"{('read_parquet-fused-assign-8668f320a08e1c374410ce5975c9afb9', 69): 746603964}",746603964,6393224.278302259,tcp://10.201.2.138:38125,incoming_transfer,tcp://10.201.2.137:35455,1713560488.2771513,
1,1713560371.4937568,1713560488.2742624,1713560429.8840096,116.78050565719604,"{('read_parquet-fused-assign-8668f320a08e1c374410ce5975c9afb9', 69): 746603964}",746603964,6393224.278302259,tcp://10.201.2.138:38125,incoming_transfer,tcp://10.201.2.137:35455,1713560488.4521766,
2,1713560488.3158464,1713560488.4515262,1713560488.3836863,0.1356797218322754,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 65): 16987}",16987,125199.25432187277,tcp://10.201.2.137:35219,incoming_transfer,tcp://10.201.2.137:35455,1713560488.452179,
3,1713560488.3158464,1713560488.4515262,1713560488.3836863,0.1356797218322754,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 65): 16987}",16987,125199.25432187277,tcp://10.201.2.137:35219,incoming_transfer,tcp://10.201.2.137:35455,1713560488.5056212,
4,1713560488.3160138,1713560488.5049672,1713560488.4104905,0.18895339965820312,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 68): 16987}",16987,89900.47297761089,tcp://10.201.2.138:44031,incoming_transfer,tcp://10.201.2.137:35455,1713560488.505624,
5,1713560488.3160138,1713560488.5049672,1713560488.4104905,0.18895339965820312,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 68): 16987}",16987,89900.47297761089,tcp://10.201.2.138:44031,incoming_transfer,tcp://10.201.2.137:35455,1713560488.7804477,
6,1713560488.3162992,1713560488.7801225,1713560488.5482109,0.4638233184814453,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 67): 17049}",17049,36757.530983604534,tcp://10.201.2.138:44891,incoming_transfer,tcp://10.201.2.137:35455,1713560488.7804503,
7,1713560488.727812,1713560488.7822623,1713560488.7569327,0.054450273513793945,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 67): 17049}",17049,313111.3748341587,tcp://10.201.2.137:35455,outgoing_transfer,tcp://10.201.2.138:44891,1713560489.3105357,3753.0
8,1713560488.3747735,1713560488.4566503,1713560488.4204242,0.08187675476074219,"{('getitem-_get_categories-caadeafb11261b42dd07c957ae06d753', 65): 16987}",16987,207470.36261560323,tcp://10.201.2.137:35455,outgoing_transfer,tcp://10.201.2.137:35219,1713560489.350864,3691.0
9,1713560382.4559631,1713560488.2777646,1713560435.3714347,105.82180142402649,"{('read_parquet-fused-assign-8668f320a08e1c374410ce5975c9afb9', 69): 746603964}",746603964,7055294.40959305,tcp://10.201.2.137:35455,outgoing_transfer,tcp://10.201.2.138:38125,1713560489.541232,746590968.0
