,worker,action,stimulus_id,time
0,tcp://10.201.1.75:33141,add,,1713546978.9565327
1,tcp://10.201.1.75:41245,add,,1713546980.913759
2,tcp://10.201.1.75:37383,add,,1713546980.9169126
3,tcp://10.201.1.75:34007,add,,1713546980.9186547
4,tcp://10.201.1.183:44031,add,,1713546980.919807
5,tcp://10.201.1.183:45183,add,,1713546980.9209316
6,tcp://10.201.1.183:35615,add,,1713546980.922068
7,tcp://10.201.1.183:37325,add,,1713546980.9232304
