,worker,action,stimulus_id,time
0,tcp://10.201.2.237:33741,add,,1713541255.4680853
1,tcp://10.201.2.237:38275,add,,1713541255.481542
2,tcp://10.201.2.237:35177,add,,1713541255.4825954
3,tcp://10.201.2.237:38055,add,,1713541255.4836366
4,tcp://10.201.2.137:33787,add,,1713541257.0605683
5,tcp://10.201.2.137:35169,add,,1713541257.0619574
6,tcp://10.201.2.137:35227,add,,1713541257.0630362
7,tcp://10.201.2.137:33065,add,,1713541257.0641747
