,start,stop,middle,duration,who,keys,total,compressed,bandwidth,type,called_from,time
0,1713547398.3928363,1713547398.7103796,1713547398.5686617,0.31754326820373535,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 30): 17932}",17932,4629.0,56471.04440738719,outgoing_transfer,tcp://10.201.4.43:46281,1713547400.4055965
1,1713547401.493499,1713547402.2590926,1713547401.8762958,0.7655935287475586,tcp://10.201.4.43:45145,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 60): 17056}",17056,,22278.140239641347,incoming_transfer,tcp://10.201.4.43:38453,1713547402.508167
2,1713547401.8949182,1713547402.5309713,1713547402.4138105,0.6360530853271484,tcp://10.201.4.43:38453,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 60): 17056}",17056,3760.0,26815.37185096334,outgoing_transfer,tcp://10.201.4.43:45145,1713547402.7328289
3,1713547383.6497867,1713547394.9464853,1713547389.298136,11.296698570251465,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 64): 17063, ('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 71): 16989}",34052,,3014.332000472418,incoming_transfer,tcp://10.201.4.43:42679,1713547402.9218554
4,1713547401.493499,1713547402.2590926,1713547401.8762958,0.7655935287475586,tcp://10.201.4.43:45145,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 60): 17056}",17056,,22278.140239641347,incoming_transfer,tcp://10.201.4.43:38453,1713547403.6956894
5,1713547401.437686,1713547403.5034654,1713547402.4705758,2.065779447555542,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 57): 17077}",17077,,8266.613369693163,incoming_transfer,tcp://10.201.4.43:38453,1713547403.6956937
6,1713547403.2278624,1713547403.4398677,1713547403.5256305,0.2120053768157959,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 26): 17930}",17930,4627.0,84573.32672075932,outgoing_transfer,tcp://10.201.4.43:38453,1713547403.6982489
7,1713547403.9621055,1713547404.2295964,1713547404.108082,0.26749086380004883,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 25): 17872}",17872,4569.0,66813.4969026809,outgoing_transfer,tcp://10.201.4.43:42679,1713547404.787102
8,1713547401.437686,1713547403.5034654,1713547402.4705758,2.065779447555542,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 57): 17077}",17077,,8266.613369693163,incoming_transfer,tcp://10.201.4.43:38453,1713547404.8049998
9,1713547401.619677,1713547404.647187,1713547403.1334321,3.027509927749634,tcp://10.201.4.43:42679,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 61): 17135}",17135,,5659.7667419497275,incoming_transfer,tcp://10.201.4.43:38453,1713547404.805004
10,1713547401.619677,1713547404.647187,1713547403.1334321,3.027509927749634,tcp://10.201.4.43:42679,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 61): 17135}",17135,,5659.7667419497275,incoming_transfer,tcp://10.201.4.43:38453,1713547409.8315322
11,1713547401.617169,1713547409.7960773,1713547405.706623,8.178908348083496,tcp://10.201.1.19:40711,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 58): 17047}",17047,,2084.2634829126678,incoming_transfer,tcp://10.201.4.43:38453,1713547409.831536
12,1713547401.617169,1713547409.7960773,1713547405.706623,8.178908348083496,tcp://10.201.1.19:40711,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 58): 17047}",17047,,2084.2634829126678,incoming_transfer,tcp://10.201.4.43:38453,1713547410.2159395
13,1713547401.6171348,1713547409.8237028,1713547405.720419,8.206568002700806,tcp://10.201.1.19:37167,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 59): 17039}",17039,,2076.263791927687,incoming_transfer,tcp://10.201.4.43:38453,1713547410.2159445
14,1713547401.6171348,1713547409.8237028,1713547405.720419,8.206568002700806,tcp://10.201.1.19:37167,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 59): 17039}",17039,,2076.263791927687,incoming_transfer,tcp://10.201.4.43:38453,1713547410.8220658
15,1713547401.4687524,1713547410.5674458,1713547406.018099,9.098693370819092,tcp://10.201.1.19:45585,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 63): 17106, ('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 56): 17059}",34165,,3754.9347590470966,incoming_transfer,tcp://10.201.4.43:38453,1713547410.8220685
16,1713547401.8949182,1713547402.5309713,1713547402.4138105,0.6360530853271484,tcp://10.201.4.43:38453,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 60): 17056}",17056,3760.0,26815.37185096334,outgoing_transfer,tcp://10.201.4.43:45145,1713547413.5404334
17,1713547403.427094,1713547408.1071362,1713547405.7744656,4.680042266845703,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 24): 17872, ('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 31): 17947}",35819,9171.0,7653.563356414217,outgoing_transfer,tcp://10.201.4.43:45145,1713547413.5404372
18,1713547383.6497867,1713547394.9464853,1713547389.298136,11.296698570251465,tcp://10.201.1.19:44073,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 64): 17063, ('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 71): 16989}",34052,,3014.332000472418,incoming_transfer,tcp://10.201.4.43:42679,1713547425.4930358
19,1713547383.6441216,1713547424.9874384,1713547404.31578,41.34331679344177,tcp://10.201.1.19:40711,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 65): 16987}",16987,,410.8765652468072,incoming_transfer,tcp://10.201.4.43:42679,1713547425.4930425
20,1713547383.6441545,1713547425.050002,1713547404.3470783,41.40584754943848,tcp://10.201.1.19:45585,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 70): 17063}",17063,,412.0915525186828,incoming_transfer,tcp://10.201.4.43:42679,1713547425.4930499
21,1713547383.6441913,1713547425.0665631,1713547404.3553772,41.42237186431885,tcp://10.201.1.19:37167,"{('getitem-_get_categories-5e2cb3523b8fcc94561ec276c3d9172d', 66): 17039}",17039,,411.3477628903564,incoming_transfer,tcp://10.201.4.43:42679,1713547425.4930553
