,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713455676.7663975,1713455676.8222723,1713455676.794335,0.05587482452392578,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 114, 0, 0, 0): 3324}",3324,59490.11971530492,tcp://10.201.0.117:44405,incoming_transfer,tcp://10.201.0.117:39657,1713455675.71094,
1,1713455676.7589839,1713455676.842417,1713455676.8007004,0.08343315124511719,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 123, 0, 0, 0): 3324}",3324,39840.278718880734,tcp://10.201.0.117:45251,incoming_transfer,tcp://10.201.0.117:42565,1713455675.7317305,
2,1713455676.7663975,1713455676.8222723,1713455676.794335,0.05587482452392578,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 114, 0, 0, 0): 3324}",3324,59490.11971530492,tcp://10.201.0.117:44405,incoming_transfer,tcp://10.201.0.117:39657,1713455675.7650397,
3,1713455675.7909024,1713455675.7929597,1713455675.7919312,0.002057313919067383,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 103, 0, 0, 0): 3324}",3324,1615698.9797195503,tcp://10.201.0.117:44405,incoming_transfer,tcp://10.201.0.117:39657,1713455675.7650425,
4,1713455675.803839,1713455675.8053565,1713455675.76338,0.0015175342559814453,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 103, 0, 0, 0): 3324}",3324,2190395.364650432,tcp://10.201.0.117:39657,outgoing_transfer,tcp://10.201.0.117:44405,1713455675.7707472,621.0
5,1713455676.8342476,1713455676.8419733,1713455675.7275562,0.007725715637207031,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 123, 0, 0, 0): 3324}",3324,430251.4040241945,tcp://10.201.0.117:42565,outgoing_transfer,tcp://10.201.0.117:45251,1713455675.770769,621.0
6,1713455676.7589839,1713455676.842417,1713455676.8007004,0.08343315124511719,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 123, 0, 0, 0): 3324}",3324,39840.278718880734,tcp://10.201.0.117:45251,incoming_transfer,tcp://10.201.0.117:42565,1713455675.861712,
7,1713455675.8367364,1713455675.892677,1713455675.8647068,0.05594062805175781,"{('array-8838909ee9756e34565341881e2e6f0c', 72): 336}",336,6006.368031641038,tcp://10.201.0.117:44405,incoming_transfer,tcp://10.201.0.117:42565,1713455675.8617153,
8,1713455675.8705382,1713455675.9242756,1713455675.897407,0.05373740196228027,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 105, 0, 0, 0): 3324}",3324,61856.358488138394,tcp://10.201.0.117:42565,incoming_transfer,tcp://10.201.0.117:44405,1713455675.8858504,
9,1713455675.803839,1713455675.8053565,1713455675.76338,0.0015175342559814453,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 103, 0, 0, 0): 3324}",3324,2190395.364650432,tcp://10.201.0.117:39657,outgoing_transfer,tcp://10.201.0.117:44405,1713455675.8899405,621.0
10,1713455675.8766353,1713455675.9020936,1713455675.8481467,0.025458335876464844,"{('array-8838909ee9756e34565341881e2e6f0c', 72): 336}",336,13198.034688143847,tcp://10.201.0.117:42565,outgoing_transfer,tcp://10.201.0.117:44405,1713455675.8899443,664.0
