,key,start,finish,called_from,time
0,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,released,waiting,tcp://10.201.2.137:35753,1713553309.5185316
1,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,released,waiting,tcp://10.201.2.137:35217,1713553309.5185413
2,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,released,waiting,tcp://10.201.2.137:37489,1713553309.5185335
3,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,released,waiting,tcp://10.201.2.137:33089,1713553309.5185378
4,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,waiting,ready,tcp://10.201.2.137:35753,1713553309.5193806
5,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,waiting,ready,tcp://10.201.2.137:37489,1713553309.519409
6,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,waiting,ready,tcp://10.201.2.137:35217,1713553309.519401
7,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,waiting,ready,tcp://10.201.2.137:33089,1713553309.519418
8,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,ready,executing,tcp://10.201.2.137:35753,1713553309.5219939
9,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,ready,executing,tcp://10.201.2.137:37489,1713553309.5220025
10,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,ready,executing,tcp://10.201.2.137:33089,1713553309.522018
11,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,ready,executing,tcp://10.201.2.137:35217,1713553309.5220091
12,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,executing,memory,tcp://10.201.2.137:35753,1713553312.7675812
13,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,executing,memory,tcp://10.201.2.137:33089,1713553312.7676475
14,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,executing,memory,tcp://10.201.2.137:35217,1713553313.0109458
15,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,executing,memory,tcp://10.201.2.137:37489,1713553313.0136821
16,list-388c9e91-973b-440a-8d7e-0e5fd4b86351,released,waiting,tcp://10.201.2.137:35753,1713553313.0164196
17,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,released,fetch,tcp://10.201.2.137:35753,1713553313.0168307
18,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,released,fetch,tcp://10.201.2.137:35753,1713553313.0174198
19,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,released,fetch,tcp://10.201.2.137:35753,1713553313.0179977
20,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,fetch,flight,tcp://10.201.2.137:35753,1713553313.0186667
21,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,fetch,flight,tcp://10.201.2.137:35753,1713553313.0191417
22,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,fetch,flight,tcp://10.201.2.137:35753,1713553313.0197132
