,worker,action,stimulus_id,time
0,tcp://10.201.1.19:37845,add,,1713548435.5412085
1,tcp://10.201.1.19:37783,add,,1713548437.4268525
2,tcp://10.201.1.19:44397,add,,1713548437.4282916
3,tcp://10.201.1.19:36633,add,,1713548437.429734
4,tcp://10.201.4.43:35895,add,,1713548439.1715887
5,tcp://10.201.4.43:45149,add,,1713548439.1732023
6,tcp://10.201.4.43:33241,add,,1713548439.1743693
7,tcp://10.201.4.43:42069,add,,1713548439.1756172
