,worker,action,stimulus_id,time
0,tcp://10.201.2.173:44457,add,,1713546965.2929142
1,tcp://10.201.2.173:42819,add,,1713546967.1169446
2,tcp://10.201.2.173:45251,add,,1713546967.119906
3,tcp://10.201.2.173:39269,add,,1713546967.1210063
4,tcp://10.201.2.174:34599,add,,1713546967.1224403
5,tcp://10.201.2.174:37923,add,,1713546967.1237419
6,tcp://10.201.2.174:37141,add,,1713546967.1247694
7,tcp://10.201.2.174:44355,add,,1713546967.1257875
