,worker,action,stimulus_id,time
0,tcp://10.201.3.11:41205,add,,1713546936.5061438
1,tcp://10.201.3.11:36217,add,,1713546938.4194098
2,tcp://10.201.3.11:34023,add,,1713546938.422459
3,tcp://10.201.3.11:41821,add,,1713546938.423954
4,tcp://10.201.2.215:38761,add,,1713546938.4253044
5,tcp://10.201.2.215:46521,add,,1713546938.4265804
6,tcp://10.201.2.215:34935,add,,1713546938.427708
7,tcp://10.201.2.215:38653,add,,1713546938.428852
