,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713553313.00785,1713553313.0155714,1713553313.0117106,0.007721424102783203,{'_dask_helper-1e415119-cdbe-4f81-b224-6ee05523d475': 50208},50208,6502427.444945347,tcp://10.201.4.19:36321,incoming_transfer,tcp://10.201.4.19:41961,1713553313.0160673,
1,1713553313.00785,1713553313.0155714,1713553313.0117106,0.007721424102783203,{'_dask_helper-1e415119-cdbe-4f81-b224-6ee05523d475': 50208},50208,6502427.444945347,tcp://10.201.4.19:36321,incoming_transfer,tcp://10.201.4.19:41961,1713553313.0177445,
2,1713553313.0077994,1713553313.017301,1713553313.0125504,0.00950169563293457,{'_dask_helper-1d7ce447-fc9e-495f-84b3-58093a2a93ae': 50208},50208,5284109.483150578,tcp://10.201.4.19:40351,incoming_transfer,tcp://10.201.4.19:41961,1713553313.017747,
3,1713553313.0077994,1713553313.017301,1713553313.0125504,0.00950169563293457,{'_dask_helper-1d7ce447-fc9e-495f-84b3-58093a2a93ae': 50208},50208,5284109.483150578,tcp://10.201.4.19:40351,incoming_transfer,tcp://10.201.4.19:41961,1713553313.0201023,
4,1713553313.0078847,1713553313.019683,1713553313.013784,0.01179814338684082,{'_dask_helper-6faf6e68-69ea-45a8-a03c-a0403fe808d3': 50208},50208,4255584.828372234,tcp://10.201.4.19:35707,incoming_transfer,tcp://10.201.4.19:41961,1713553313.0201044,
5,1713553313.0048435,1713553313.0104532,1713553313.0129037,0.005609750747680664,{'_dask_helper-1e415119-cdbe-4f81-b224-6ee05523d475': 50208},50208,8950130.274639806,tcp://10.201.4.19:41961,outgoing_transfer,tcp://10.201.4.19:36321,1713553313.0334315,50254.0
6,1713553313.0043142,1713553313.0118015,1713553313.0137255,0.007487297058105469,{'_dask_helper-1d7ce447-fc9e-495f-84b3-58093a2a93ae': 50208},50208,6705757.713412304,tcp://10.201.4.19:41961,outgoing_transfer,tcp://10.201.4.19:40351,1713553313.0334392,50254.0
7,1713553313.0046895,1713553313.0143204,1713553313.0150394,0.009630918502807617,{'_dask_helper-6faf6e68-69ea-45a8-a03c-a0403fe808d3': 50208},50208,5213209.932714445,tcp://10.201.4.19:41961,outgoing_transfer,tcp://10.201.4.19:35707,1713553313.0334363,50254.0
8,1713553313.052352,1713553313.0551898,1713553313.053811,0.0028378963470458984,{'list-184a066f-f677-4347-96ee-98764a61e892': 200992},200992,70824292.15895152,,outgoing_transfer,tcp://10.201.4.19:41961,1713553313.0679457,200317.0
9,1713553326.5842905,1713553326.6046116,1713553326.5957546,0.020321130752563477,{'list-a2f13e0f-358f-4f0b-9922-84fe23be8a40': 4961288},4961288,244144288.05218637,,outgoing_transfer,tcp://10.201.4.19:43619,1713553326.6347141,5584655.0
10,1713553340.0526605,1713553340.0552042,1713553340.0565996,0.0025436878204345703,{'list-b2cfb5e8-cffd-4eec-8365-8ce4eb2a7e1f': 80328},80328,31579346.86587309,,outgoing_transfer,tcp://10.201.4.19:46431,1713553340.0660918,92520.0
