,worker,action,stimulus_id,time
0,tcp://10.201.2.230:46347,add,,1713546934.0493565
1,tcp://10.201.2.230:34773,add,,1713546935.8976297
2,tcp://10.201.2.230:43013,add,,1713546935.9008126
3,tcp://10.201.2.227:45791,add,,1713546935.9019318
4,tcp://10.201.2.227:37585,add,,1713546935.9032657
5,tcp://10.201.2.227:40605,add,,1713546935.9043705
6,tcp://10.201.2.230:38183,add,,1713546935.9057677
7,tcp://10.201.2.227:40885,add,,1713546935.9068563
