,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
0,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.109263
1,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.110273
2,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.111027
3,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.1119323
4,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.1126652
5,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.113531
6,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.1142673
7,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.115088
8,list-e9b253c1-4e6c-4d13-8325-b98485686968,,,list,list,released,waiting,update-graph-1713553302.5828943,tcp://10.201.3.229:8786,,,,,1713553307.1158211
9,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,22367617839104,tcp://10.201.3.251:38881,dask_helper,dask_helper,processing,memory,task-finished-1713553312.8439577,tcp://10.201.3.229:8786,1713553311.5490663,1713553314.8076212,3.2585549354553223,50248,1713553312.8456426
10,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,22643450634240,tcp://10.201.3.251:37849,dask_helper,dask_helper,processing,memory,task-finished-1713553313.010593,tcp://10.201.3.229:8786,1713553311.550651,1713553314.9757533,3.4251022338867188,50208,1713553313.0120847
11,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,22703171674112,tcp://10.201.3.251:37899,dask_helper,dask_helper,processing,memory,task-finished-1713553313.059353,tcp://10.201.3.229:8786,1713553311.553529,1713553315.027391,3.4738619327545166,50208,1713553313.0607824
12,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,22559930490880,tcp://10.201.3.251:34939,dask_helper,dask_helper,processing,memory,task-finished-1713553313.092963,tcp://10.201.3.229:8786,1713553311.5538614,1713553315.0614557,3.507594347000122,50208,1713553313.0940757
13,list-e9b253c1-4e6c-4d13-8325-b98485686968,,,list,list,waiting,processing,task-finished-1713553313.092963,tcp://10.201.3.229:8786,,,,,1713553313.0945303
14,list-e9b253c1-4e6c-4d13-8325-b98485686968,22367617839104,tcp://10.201.3.251:38881,list,list,processing,memory,task-finished-1713553313.1163824,tcp://10.201.3.229:8786,1713553313.0936546,1713553313.1014042,0.0077495574951171875,200992,1713553313.1199656
15,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.1163824,tcp://10.201.3.229:8786,,,,,1713553313.1202278
16,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.1163824,tcp://10.201.3.229:8786,,,,,1713553313.1215885
17,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.1163824,tcp://10.201.3.229:8786,,,,,1713553313.1226993
18,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.1163824,tcp://10.201.3.229:8786,,,,,1713553313.1237886
19,list-e9b253c1-4e6c-4d13-8325-b98485686968,,,list,list,memory,forgotten,client-releases-keys-1713553313.1540895,tcp://10.201.3.229:8786,,,,,1713553313.154152
20,_dask_helper-0c889147-50cf-4de4-ade2-4a9144ab35ed,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.1540895,tcp://10.201.3.229:8786,,,,,1713553313.1543293
21,_dask_helper-3ef65036-fbe1-48a5-9ebd-f94b2621e8bc,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.1540895,tcp://10.201.3.229:8786,,,,,1713553313.155748
22,_dask_helper-b0991656-441d-4e5d-b51d-1f863809ef7f,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.1540895,tcp://10.201.3.229:8786,,,,,1713553313.1568964
23,_dask_helper-05f325f6-ed0f-4192-aa01-36c09968a997,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.1540895,tcp://10.201.3.229:8786,,,,,1713553313.1580055
24,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,,,dask_helper,dask_helper,released,waiting,update-graph-1713553313.1657412,tcp://10.201.3.229:8786,,,,,1713553313.1730945
25,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553313.1657412,tcp://10.201.3.229:8786,,,,,1713553313.1741087
26,list-8bd16c27-71ca-424d-9bd5-415d63424a27,,,list,list,released,waiting,update-graph-1713553313.1657412,tcp://10.201.3.229:8786,,,,,1713553313.175225
27,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,23438958977024,tcp://10.201.3.251:43083,dask_helper,dask_helper,processing,memory,task-finished-1713553326.693429,tcp://10.201.3.229:8786,1713553313.8306236,1713553326.6921697,12.861546039581299,4961200,1713553326.6946037
28,list-8bd16c27-71ca-424d-9bd5-415d63424a27,,,list,list,waiting,processing,task-finished-1713553326.693429,tcp://10.201.3.229:8786,,,,,1713553326.6953762
29,list-8bd16c27-71ca-424d-9bd5-415d63424a27,23438958977024,tcp://10.201.3.251:43083,list,list,processing,memory,task-finished-1713553326.6994898,tcp://10.201.3.229:8786,1713553326.6993537,1713553326.6994295,7.581710815429688e-05,4961288,1713553326.7005699
30,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,,,dask_helper,dask_helper,memory,released,task-finished-1713553326.6994898,tcp://10.201.3.229:8786,,,,,1713553326.7008042
31,list-8bd16c27-71ca-424d-9bd5-415d63424a27,,,list,list,memory,forgotten,client-releases-keys-1713553326.744875,tcp://10.201.3.229:8786,,,,,1713553326.7449307
32,_dask_helper-8d607e54-3b1e-4103-92a6-fb8c5c0887b0,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553326.744875,tcp://10.201.3.229:8786,,,,,1713553326.7451334
33,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,,,dask_helper,dask_helper,released,waiting,update-graph-1713553326.7562234,tcp://10.201.3.229:8786,,,,,1713553326.7633088
34,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553326.7562234,tcp://10.201.3.229:8786,,,,,1713553326.764005
35,list-80dac058-55ee-462e-bf63-de212e84d678,,,list,list,released,waiting,update-graph-1713553326.7562234,tcp://10.201.3.229:8786,,,,,1713553326.765098
36,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,22961105649664,tcp://10.201.3.251:45171,dask_helper,dask_helper,processing,memory,task-finished-1713553340.300732,tcp://10.201.3.229:8786,1713553327.4042392,1713553340.300646,12.896406888961792,80240,1713553340.3021111
37,list-80dac058-55ee-462e-bf63-de212e84d678,,,list,list,waiting,processing,task-finished-1713553340.300732,tcp://10.201.3.229:8786,,,,,1713553340.3027499
38,list-80dac058-55ee-462e-bf63-de212e84d678,22961105649664,tcp://10.201.3.251:45171,list,list,processing,memory,task-finished-1713553340.3068507,tcp://10.201.3.229:8786,1713553340.3050385,1713553340.3051088,7.033348083496094e-05,80328,1713553340.3079143
39,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,,,dask_helper,dask_helper,memory,released,task-finished-1713553340.3068507,tcp://10.201.3.229:8786,,,,,1713553340.3081498
40,list-80dac058-55ee-462e-bf63-de212e84d678,,,list,list,memory,forgotten,client-releases-keys-1713553340.3191946,tcp://10.201.3.229:8786,,,,,1713553340.319232
41,_dask_helper-d962b3ab-0adb-4a11-b3a1-1df67e4b7f9d,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553340.3191946,tcp://10.201.3.229:8786,,,,,1713553340.319442
