,worker,action,stimulus_id,time
0,tcp://10.201.4.46:42331,add,,1713546964.952223
1,tcp://10.201.4.46:34569,add,,1713546966.819704
2,tcp://10.201.4.46:41761,add,,1713546966.8228316
3,tcp://10.201.4.46:38043,add,,1713546966.824018
4,tcp://10.201.2.225:36271,add,,1713546966.825644
5,tcp://10.201.2.225:44093,add,,1713546966.8268833
6,tcp://10.201.2.225:41073,add,,1713546966.8282604
7,tcp://10.201.2.225:41007,add,,1713546966.8294232
