,worker,action,stimulus_id,time
0,tcp://10.201.2.236:35309,add,,1713546965.0737662
1,tcp://10.201.2.236:36945,add,,1713546966.9391482
2,tcp://10.201.2.236:39841,add,,1713546966.9426787
3,tcp://10.201.2.236:32789,add,,1713546966.9445496
4,tcp://10.201.2.214:39653,add,,1713546966.9456637
5,tcp://10.201.2.214:44071,add,,1713546966.9468126
6,tcp://10.201.2.214:36871,add,,1713546966.9478917
7,tcp://10.201.2.214:35143,add,,1713546966.9489727
