,worker,action,stimulus_id,time
0,tcp://10.201.2.190:45037,add,,1713455733.6883094
1,tcp://10.201.2.190:39757,add,,1713455733.6958501
2,tcp://10.201.2.190:34433,add,,1713455733.7026548
3,tcp://10.201.2.190:39691,add,,1713455733.709505
4,tcp://10.201.3.157:43967,add,,1713455733.7159793
5,tcp://10.201.3.157:38301,add,,1713455733.721403
6,tcp://10.201.3.157:37677,add,,1713455733.7224865
7,tcp://10.201.3.157:46271,add,,1713455733.7235837
