,worker,action,stimulus_id,time
0,tcp://10.201.2.198:40381,add,,1713546963.7519956
1,tcp://10.201.2.198:45751,add,,1713546965.687291
2,tcp://10.201.2.198:40235,add,,1713546965.6906157
3,tcp://10.201.2.198:39173,add,,1713546965.692028
4,tcp://10.201.2.212:43001,add,,1713546965.6935618
5,tcp://10.201.2.212:40013,add,,1713546965.6947544
6,tcp://10.201.2.212:37355,add,,1713546965.6958632
7,tcp://10.201.2.212:36039,add,,1713546965.696964
