,worker,action,stimulus_id,time
0,tcp://10.201.2.91:44005,add,,1713541270.8126657
1,tcp://10.201.2.91:45797,add,,1713541272.703965
2,tcp://10.201.2.91:40929,add,,1713541272.7072167
3,tcp://10.201.2.91:36061,add,,1713541272.708357
4,tcp://10.201.1.105:42317,add,,1713541272.7097688
5,tcp://10.201.1.105:43533,add,,1713541272.7111259
6,tcp://10.201.1.105:41921,add,,1713541272.712282
7,tcp://10.201.1.105:43711,add,,1713541272.7133677
