,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713547317.4951873,1713547448.919068,1713547383.2071278,131.42388081550598,"{('read_parquet-fused-assign-6e4424c2bc125694f6c81407901d96a5', 62): 303431570}",303431570,2308800.8672180357,tcp://10.201.3.114:39249,incoming_transfer,tcp://10.201.3.113:40637,1713547448.9879794,
1,1713547349.1384523,1713547448.9558277,1713547399.0742164,99.81737542152405,"{('read_parquet-fused-assign-6e4424c2bc125694f6c81407901d96a5', 62): 303431570}",303431570,3039867.2447419385,tcp://10.201.3.113:40637,outgoing_transfer,tcp://10.201.3.114:39249,1713547448.9941213,303416043.0
2,1713547270.6967714,1713547448.9639156,1713547359.8303435,178.26714420318604,"{('read_parquet-fused-assign-6e4424c2bc125694f6c81407901d96a5', 59): 273597909}",273597909,1534763.5158622246,tcp://10.201.3.113:33199,incoming_transfer,tcp://10.201.3.113:41409,1713547449.075893,
3,1713547317.4951873,1713547448.919068,1713547383.2071278,131.42388081550598,"{('read_parquet-fused-assign-6e4424c2bc125694f6c81407901d96a5', 62): 303431570}",303431570,2308800.8672180357,tcp://10.201.3.114:39249,incoming_transfer,tcp://10.201.3.113:40637,1713547449.9770584,
4,1713547449.7849195,1713547449.933502,1713547449.8592107,0.14858245849609375,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 58): 17047}",17047,114730.90546854942,tcp://10.201.3.113:33743,incoming_transfer,tcp://10.201.3.113:40637,1713547449.9770622,
5,1713547449.5464673,1713547449.6144648,1713547449.907148,0.06799745559692383,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 58): 17047}",17047,250700.55710689267,tcp://10.201.3.113:40637,outgoing_transfer,tcp://10.201.3.113:33743,1713547449.9890833,3751.0
6,1713547449.7849195,1713547449.933502,1713547449.8592107,0.14858245849609375,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 58): 17047}",17047,114730.90546854942,tcp://10.201.3.113:33743,incoming_transfer,tcp://10.201.3.113:40637,1713547450.1933703,
7,1713547449.7819498,1713547450.1469011,1713547449.9644253,0.36495137214660645,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 59): 17031, ('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 56): 17059, ('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 63): 17106}",51196,140281.70300845944,tcp://10.201.3.113:41409,incoming_transfer,tcp://10.201.3.113:40637,1713547450.1933732,
8,1713547449.8650968,1713547450.2536364,1713547450.0640407,0.38853955268859863,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 59): 17031, ('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 56): 17059, ('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 63): 17106}",51196,131765.2209298544,tcp://10.201.3.113:40637,outgoing_transfer,tcp://10.201.3.113:41409,1713547451.424239,11234.0
9,1713547315.3966227,1713547462.6021457,1713547389.0191379,147.2055230140686,"{('read_parquet-fused-assign-6e4424c2bc125694f6c81407901d96a5', 59): 273597909}",273597909,1858611.7110147553,tcp://10.201.3.113:41409,outgoing_transfer,tcp://10.201.3.113:33199,1713547462.623964,273582571.0
10,1713547449.7819498,1713547450.1469011,1713547449.9644253,0.36495137214660645,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 59): 17031, ('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 56): 17059, ('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 63): 17106}",51196,140281.70300845944,tcp://10.201.3.113:41409,incoming_transfer,tcp://10.201.3.113:40637,1713547464.914632,
11,1713547449.7868218,1713547464.9138238,1713547457.3503227,15.127002000808716,"{('getitem-_get_categories-7bca0116089d4bb4c1205cc00ab694da', 60): 17056}",17056,1127.5201787563826,tcp://10.201.3.114:41533,incoming_transfer,tcp://10.201.3.113:40637,1713547464.9146376,
