,worker,action,stimulus_id,time
0,tcp://10.201.2.222:39599,add,,1713546978.9453323
1,tcp://10.201.2.222:41473,add,,1713546980.7932677
2,tcp://10.201.2.222:41553,add,,1713546980.7964056
3,tcp://10.201.2.222:34721,add,,1713546980.7977493
4,tcp://10.201.1.247:42985,add,,1713546980.7988687
5,tcp://10.201.1.247:43851,add,,1713546980.799969
6,tcp://10.201.1.247:37459,add,,1713546980.8010728
7,tcp://10.201.1.247:35395,add,,1713546980.8021538
