,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713455694.2559628,1713455694.305442,1713455694.2807026,0.04947924613952637,"{('array-8838909ee9756e34565341881e2e6f0c', 121): 336}",336,6790.725934920566,tcp://10.201.4.54:34447,incoming_transfer,tcp://10.201.4.54:40107,1713455694.3147082,
1,1713455694.293885,1713455694.3313537,1713455694.3126192,0.037468671798706055,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 124, 0, 0, 0): 3324}",3324,88714.11342941682,tcp://10.201.4.53:44561,incoming_transfer,tcp://10.201.4.54:41821,1713455694.3403637,
2,1713455694.27125,1713455694.3505185,1713455694.3108842,0.0792684555053711,"{('array-8838909ee9756e34565341881e2e6f0c', 123): 336}",336,4238.760524067902,tcp://10.201.4.53:38601,incoming_transfer,tcp://10.201.4.54:38559,1713455694.352801,
3,1713455694.3037896,1713455694.3568294,1713455694.3303094,0.0530397891998291,"{('array-8838909ee9756e34565341881e2e6f0c', 120): 336}",336,6334.866806014429,tcp://10.201.4.54:41821,incoming_transfer,tcp://10.201.4.53:44561,1713455694.3639927,
4,1713455694.3310428,1713455694.3319678,1713455694.3383722,0.001,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 124, 0, 0, 0): 3324}",3324,3324000.0,tcp://10.201.4.54:41821,outgoing_transfer,tcp://10.201.4.53:44561,1713455694.3664455,621.0
5,1713455694.3033404,1713455694.3574193,1713455694.3303797,0.05407881736755371,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 126, 0, 0, 0): 3324}",3324,61465.84118894469,tcp://10.201.4.53:32895,incoming_transfer,tcp://10.201.4.53:36009,1713455694.3664796,
6,1713455694.3038454,1713455694.3649743,1713455694.3344097,0.061128854751586914,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 127, 0, 0, 0): 3324}",3324,54376.93890238813,tcp://10.201.4.54:38559,incoming_transfer,tcp://10.201.4.53:38601,1713455694.3854947,
7,1713455694.293885,1713455694.3313537,1713455694.3126192,0.037468671798706055,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 124, 0, 0, 0): 3324}",3324,88714.11342941682,tcp://10.201.4.53:44561,incoming_transfer,tcp://10.201.4.54:41821,1713455694.3855245,
8,1713455694.3311982,1713455694.3449104,1713455694.344676,0.013712167739868164,"{('array-8838909ee9756e34565341881e2e6f0c', 123): 336}",336,24503.784257472224,tcp://10.201.4.54:38559,outgoing_transfer,tcp://10.201.4.53:38601,1713455694.3900387,664.0
9,1713455694.352105,1713455694.363481,1713455694.3577929,0.011376142501831055,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 96, 0, 0, 0): 3324, ('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 112, 0, 0, 0): 3324, ('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 104, 0, 0, 0): 3324}",9972,876571.298082364,tcp://10.201.4.53:44561,incoming_transfer,tcp://10.201.4.54:41821,1713455694.3855283,
10,1713455694.3530684,1713455694.3635952,1713455694.3656526,0.010526895523071289,"{('array-8838909ee9756e34565341881e2e6f0c', 120): 336}",336,31918.242112653727,tcp://10.201.4.53:44561,outgoing_transfer,tcp://10.201.4.54:41821,1713455694.3951705,664.0
11,1713455694.2920716,1713455694.3882353,1713455694.3401535,0.09616374969482422,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 125, 0, 0, 0): 3324}",3324,34566.03980760649,tcp://10.201.4.54:40107,incoming_transfer,tcp://10.201.4.54:34447,1713455694.3998704,
12,1713455694.2559628,1713455694.305442,1713455694.2807026,0.04947924613952637,"{('array-8838909ee9756e34565341881e2e6f0c', 121): 336}",336,6790.725934920566,tcp://10.201.4.54:34447,incoming_transfer,tcp://10.201.4.54:40107,1713455694.3998785,
13,1713455694.3691492,1713455694.4007585,1713455694.3219652,0.031609296798706055,"{('array-8838909ee9756e34565341881e2e6f0c', 121): 336}",336,10629.78408345213,tcp://10.201.4.54:40107,outgoing_transfer,tcp://10.201.4.54:34447,1713455694.4049022,664.0
14,1713455694.3354275,1713455694.3937042,1713455694.3645658,0.05827665328979492,"{('array-8838909ee9756e34565341881e2e6f0c', 117): 336, ('array-8838909ee9756e34565341881e2e6f0c', 101): 336, ('array-8838909ee9756e34565341881e2e6f0c', 109): 336, ('array-8838909ee9756e34565341881e2e6f0c', 93): 336}",1344,23062.408771427403,tcp://10.201.4.54:34447,incoming_transfer,tcp://10.201.4.54:40107,1713455694.399881,
15,1713455694.3914618,1713455694.3928978,1713455694.3974528,0.001435995101928711,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 125, 0, 0, 0): 3324}",3324,2314771.126681056,tcp://10.201.4.54:34447,outgoing_transfer,tcp://10.201.4.54:40107,1713455694.4105446,621.0
16,1713455694.27125,1713455694.3505185,1713455694.3108842,0.0792684555053711,"{('array-8838909ee9756e34565341881e2e6f0c', 123): 336}",336,4238.760524067902,tcp://10.201.4.53:38601,incoming_transfer,tcp://10.201.4.54:38559,1713455694.4276524,
17,1713455694.3707702,1713455694.4243681,1713455694.3975692,0.05359792709350586,"{('array-8838909ee9756e34565341881e2e6f0c', 99): 336, ('array-8838909ee9756e34565341881e2e6f0c', 107): 336, ('array-8838909ee9756e34565341881e2e6f0c', 115): 336}",1008,18806.69747248739,tcp://10.201.4.53:38601,incoming_transfer,tcp://10.201.4.54:38559,1713455694.4276552,
18,1713455694.3698509,1713455694.3848655,1713455694.3781974,0.0150146484375,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 127, 0, 0, 0): 3324}",3324,221383.80487804877,tcp://10.201.4.53:38601,outgoing_transfer,tcp://10.201.4.54:38559,1713455694.433822,621.0
19,1713455694.3037896,1713455694.3568294,1713455694.3303094,0.0530397891998291,"{('array-8838909ee9756e34565341881e2e6f0c', 120): 336}",336,6334.866806014429,tcp://10.201.4.54:41821,incoming_transfer,tcp://10.201.4.53:44561,1713455694.4365182,
20,1713455694.3033404,1713455694.3574193,1713455694.3303797,0.05407881736755371,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 126, 0, 0, 0): 3324}",3324,61465.84118894469,tcp://10.201.4.53:32895,incoming_transfer,tcp://10.201.4.53:36009,1713455694.4365232,
