,worker,action,stimulus_id,time
0,tcp://10.201.0.212:42235,add,,1713455913.4899695
1,tcp://10.201.0.212:41943,add,,1713455913.497491
2,tcp://10.201.0.212:43403,add,,1713455913.504381
3,tcp://10.201.0.212:42529,add,,1713455913.5056956
4,tcp://10.201.0.229:37575,add,,1713455913.512467
5,tcp://10.201.0.229:43473,add,,1713455913.5242674
6,tcp://10.201.0.229:40493,add,,1713455913.530663
7,tcp://10.201.0.229:41909,add,,1713455913.531853
