,worker,action,stimulus_id,time
0,tcp://10.201.1.5:43687,add,,1713455904.3142338
1,tcp://10.201.1.5:41919,add,,1713455904.321272
2,tcp://10.201.1.5:33203,add,,1713455904.3277419
3,tcp://10.201.1.5:38497,add,,1713455904.3332071
4,tcp://10.201.1.45:44777,add,,1713455904.334335
5,tcp://10.201.1.45:35181,add,,1713455904.3354058
6,tcp://10.201.1.45:39871,add,,1713455904.336425
7,tcp://10.201.1.45:42711,add,,1713455904.3374803
