,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713455907.2965417,1713455907.3167796,1713455907.3066607,0.02023792266845703,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 77, 0, 0, 0): 3324}",3324,164246.10640403375,tcp://10.201.1.45:35181,incoming_transfer,tcp://10.201.1.45:42711,1713455907.832497,
1,1713455907.1610181,1713455907.3214228,1713455907.2412205,0.16040468215942383,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 127, 0, 0, 0): 3324}",3324,20722.587116854393,tcp://10.201.1.5:41919,incoming_transfer,tcp://10.201.1.45:35181,1713455907.835949,
2,1713455907.8323133,1713455907.8362365,1713455907.8351746,0.003923177719116211,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 127, 0, 0, 0): 3324}",3324,847272.3485870556,tcp://10.201.1.45:35181,outgoing_transfer,tcp://10.201.1.5:41919,1713455907.8400023,621.0
3,1713455907.3164961,1713455907.3192546,1713455907.8305078,0.002758502960205078,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 77, 0, 0, 0): 3324}",3324,1205001.425756266,tcp://10.201.1.45:42711,outgoing_transfer,tcp://10.201.1.45:35181,1713455907.8400033,621.0
4,1713455907.821146,1713455907.8490486,1713455907.8350973,0.027902603149414062,"{('array-8838909ee9756e34565341881e2e6f0c', 67): 336}",336,12041.887210335635,tcp://10.201.1.45:44777,incoming_transfer,tcp://10.201.1.45:39871,1713455907.8498962,
5,1713455907.821146,1713455907.8490486,1713455907.8350973,0.027902603149414062,"{('array-8838909ee9756e34565341881e2e6f0c', 67): 336}",336,12041.887210335635,tcp://10.201.1.45:44777,incoming_transfer,tcp://10.201.1.45:39871,1713455907.8698146,
6,1713455907.6720927,1713455907.8693078,1713455907.7707002,0.19721508026123047,"{('array-8838909ee9756e34565341881e2e6f0c', 120): 336}",336,1703.7236683672236,tcp://10.201.1.5:33203,incoming_transfer,tcp://10.201.1.45:39871,1713455907.8698173,
7,1713455907.8066869,1713455907.8843048,1713455907.8454957,0.07761788368225098,"{('array-8838909ee9756e34565341881e2e6f0c', 123): 336}",336,4328.8992698577495,tcp://10.201.1.45:35181,incoming_transfer,tcp://10.201.1.5:41919,1713455907.8750994,
8,1713455907.6700535,1713455907.86927,1713455907.769662,0.19921660423278809,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 125, 0, 0, 0): 3324}",3324,16685.356187056816,tcp://10.201.1.5:38497,incoming_transfer,tcp://10.201.1.45:44777,1713455907.8750386,
9,1713455907.8424907,1713455907.845432,1713455907.847578,0.0029413700103759766,"{('array-8838909ee9756e34565341881e2e6f0c', 67): 336}",336,114232.48309961903,tcp://10.201.1.45:39871,outgoing_transfer,tcp://10.201.1.45:44777,1713455907.8788338,664.0
10,1713455907.2965417,1713455907.3167796,1713455907.3066607,0.02023792266845703,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 77, 0, 0, 0): 3324}",3324,164246.10640403375,tcp://10.201.1.45:35181,incoming_transfer,tcp://10.201.1.45:42711,1713455907.8834052,
11,1713455907.2495253,1713455907.29951,1713455907.2745175,0.04998469352722168,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 126, 0, 0, 0): 3324}",3324,66500.35771830328,tcp://10.201.1.45:42711,incoming_transfer,tcp://10.201.1.5:43687,1713455907.883467,
12,1713455907.1607046,1713455907.3676338,1713455907.2641692,0.20692920684814453,"{('array-8838909ee9756e34565341881e2e6f0c', 122): 336}",336,1623.7437194961772,tcp://10.201.1.5:43687,incoming_transfer,tcp://10.201.1.45:42711,1713455907.8834083,
13,1713455907.1610181,1713455907.3214228,1713455907.2412205,0.16040468215942383,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 127, 0, 0, 0): 3324}",3324,20722.587116854393,tcp://10.201.1.5:41919,incoming_transfer,tcp://10.201.1.45:35181,1713455907.901839,
