,worker,action,stimulus_id,time
0,tcp://10.201.2.17:34433,add,,1713548430.4252791
1,tcp://10.201.2.17:40885,add,,1713548432.2840178
2,tcp://10.201.2.17:43517,add,,1713548432.2872543
3,tcp://10.201.2.17:35649,add,,1713548432.2886198
4,tcp://10.201.2.16:42743,add,,1713548432.2900767
5,tcp://10.201.2.16:39811,add,,1713548432.291439
6,tcp://10.201.2.16:33657,add,,1713548432.292541
7,tcp://10.201.2.16:38381,add,,1713548432.29369
