,worker,action,stimulus_id,time
0,tcp://10.201.2.2:38537,add,,1713546965.1183565
1,tcp://10.201.2.2:44173,add,,1713546967.184523
2,tcp://10.201.2.2:33643,add,,1713546967.187702
3,tcp://10.201.2.2:36711,add,,1713546967.1890826
4,tcp://10.201.2.1:37497,add,,1713546967.1902199
5,tcp://10.201.2.1:33969,add,,1713546967.1914937
6,tcp://10.201.2.1:34575,add,,1713546967.1926134
7,tcp://10.201.2.1:37937,add,,1713546967.1937137
