,start,stop,middle,duration,who,keys,total,compressed,bandwidth,type,called_from,time
0,1713547375.9914386,1713547377.531809,1713547376.7710986,1.5403704643249512,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 68): 16987}",16987,3691.0,11027.866603144945,outgoing_transfer,tcp://10.201.3.168:35909,1713547378.172268
1,1713547380.9902897,1713547388.7676926,1713547384.8933008,7.777402877807617,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 67): 17049}",17049,3753.0,2192.1199490190183,outgoing_transfer,tcp://10.201.3.168:46363,1713547389.8421073
2,1713547378.0708878,1713547378.3883536,1713547384.06134,0.31746578216552734,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 69): 17047}",17047,3751.0,53697.125667268476,outgoing_transfer,tcp://10.201.3.168:35559,1713547390.8666644
3,1713547378.0708878,1713547378.3883536,1713547384.06134,0.31746578216552734,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 69): 17047}",17047,3751.0,53697.125667268476,outgoing_transfer,tcp://10.201.3.168:35559,1713547420.0396793
4,1713547418.8425596,1713547418.9576035,1713547419.028544,0.11504387855529785,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 18): 17858}",17858,4555.0,155227.7289696578,outgoing_transfer,tcp://10.201.3.168:35559,1713547420.0396824
5,1713547375.9914386,1713547377.531809,1713547376.7710986,1.5403704643249512,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 68): 16987}",16987,3691.0,11027.866603144945,outgoing_transfer,tcp://10.201.3.168:35909,1713547420.9299397
6,1713547418.8653796,1713547418.9308593,1713547418.9028647,0.06547975540161133,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 17): 17858}",17858,4555.0,272725.5147865221,outgoing_transfer,tcp://10.201.3.168:35909,1713547420.9299445
7,1713547380.9902897,1713547388.7676926,1713547384.8933008,7.777402877807617,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 67): 17049}",17049,3753.0,2192.1199490190183,outgoing_transfer,tcp://10.201.3.168:46363,1713547429.0009239
8,1713547262.6960566,1713547418.9988499,1713547340.854537,156.30279326438904,tcp://10.201.3.166:43065,"{('read_parquet-fused-assign-e41e81e8105abcf626a21f47cd77042b', 16): 732876461}",732876461,732859338.0,4688825.104746056,outgoing_transfer,tcp://10.201.3.168:46363,1713547429.0009277
9,1713547418.9991407,1713547428.9911122,1713547424.0022104,9.991971492767334,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 23): 17886}",17886,4583.0,1790.0371326065872,outgoing_transfer,tcp://10.201.3.168:46363,1713547429.0009327
10,1713547422.4870596,1713547422.613529,1713547428.803793,0.12646937370300293,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 19): 17872}",17872,4569.0,141314.84545792165,outgoing_transfer,tcp://10.201.3.168:33089,1713547429.0660028
11,1713547418.8425596,1713547418.9576035,1713547419.028544,0.11504387855529785,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 18): 17858}",17858,4555.0,155227.7289696578,outgoing_transfer,tcp://10.201.3.168:35559,1713547431.6863167
12,1713547428.8424363,1713547428.906722,1713547431.5193915,0.0642857551574707,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 61): 17135}",17135,3838.0,266544.2749801583,outgoing_transfer,tcp://10.201.3.168:35559,1713547431.6863205
13,1713547422.4870596,1713547422.613529,1713547428.803793,0.12646937370300293,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 19): 17872}",17872,4569.0,141314.84545792165,outgoing_transfer,tcp://10.201.3.168:33089,1713547431.9739683
14,1713547430.997352,1713547431.123274,1713547431.1113493,0.12592220306396484,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 62): 17088}",17088,3792.0,135702.8354349851,outgoing_transfer,tcp://10.201.3.168:33089,1713547431.9739716
15,1713547418.8653796,1713547418.9308593,1713547418.9028647,0.06547975540161133,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 17): 17858}",17858,4555.0,272725.5147865221,outgoing_transfer,tcp://10.201.3.168:35909,1713547434.630799
16,1713547434.488629,1713547434.6087792,1713547434.5532563,0.12015008926391602,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 60): 17056}",17056,3760.0,141955.78300849695,outgoing_transfer,tcp://10.201.3.168:35909,1713547434.630802
17,1713547430.997352,1713547431.123274,1713547431.1113493,0.12592220306396484,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 62): 17088}",17088,3792.0,135702.8354349851,outgoing_transfer,tcp://10.201.3.168:33089,1713547469.2659264
18,1713547428.8424363,1713547428.906722,1713547431.5193915,0.0642857551574707,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 61): 17135}",17135,3838.0,266544.2749801583,outgoing_transfer,tcp://10.201.3.168:35559,1713547469.2659705
19,1713547469.2391016,1713547469.2416346,1713547469.2415307,0.002532958984375,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 11): 17886}",17886,4583.0,7061306.602409638,outgoing_transfer,tcp://10.201.3.168:33089,1713547469.2659302
20,1713547469.2404497,1713547469.2454014,1713547469.243002,0.0049517154693603516,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 10): 17844}",17844,4541.0,3603599.623284703,outgoing_transfer,tcp://10.201.3.168:35559,1713547469.265976
21,1713547473.2188613,1713547473.2262654,1713547473.2225635,0.0074040889739990234,tcp://10.201.3.168:35909,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 53): 17857}",17857,,2411775.447689583,incoming_transfer,tcp://10.201.3.168:33089,1713547473.2265823
22,1713547469.2391016,1713547469.2416346,1713547469.2415307,0.002532958984375,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 11): 17886}",17886,4583.0,7061306.602409638,outgoing_transfer,tcp://10.201.3.168:33089,1713547473.227474
23,1713547473.219685,1713547473.2224686,1713547473.2208552,0.002783536911010742,tcp://10.201.3.166:45059,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 40): 17682}",17682,4381.0,6352349.749721628,outgoing_transfer,tcp://10.201.3.168:33089,1713547473.2274766
24,1713547473.2188613,1713547473.2262654,1713547473.2225635,0.0074040889739990234,tcp://10.201.3.168:35909,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 53): 17857}",17857,,2411775.447689583,incoming_transfer,tcp://10.201.3.168:33089,1713547473.2453604
25,1713547473.2189379,1713547473.242217,1713547473.2305775,0.023279190063476562,tcp://10.201.3.166:46169,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 49): 17476}",17476,,750713.403359279,incoming_transfer,tcp://10.201.3.168:33089,1713547473.2453635
26,1713547473.2189004,1713547473.2431107,1713547473.2310054,0.024210214614868164,tcp://10.201.3.168:35559,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 54): 17374}",17374,,717630.9783445763,incoming_transfer,tcp://10.201.3.168:33089,1713547473.245368
27,1713547473.218974,1713547473.2439802,1713547473.231477,0.02500605583190918,tcp://10.201.3.166:43065,"{('getitem-_get_categories-9d6b7c73f7a72a14ead33a4daebcd146', 50): 17454}",17454,,697990.9233717571,incoming_transfer,tcp://10.201.3.168:33089,1713547473.2453709
