,worker,action,stimulus_id,time
0,tcp://10.201.2.159:41723,add,,1713546964.8886352
1,tcp://10.201.2.159:39457,add,,1713546966.7659993
2,tcp://10.201.2.159:37297,add,,1713546966.7692614
3,tcp://10.201.2.159:36191,add,,1713546966.7709768
4,tcp://10.201.2.163:33329,add,,1713546966.7724462
5,tcp://10.201.2.163:41105,add,,1713546966.7736042
6,tcp://10.201.2.163:35999,add,,1713546966.7747166
7,tcp://10.201.2.163:41095,add,,1713546966.7758167
