,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
0,1713547222.1535993,1713547383.1987052,1713547302.6761522,161.04510593414307,"{('read_parquet-fused-assign-286639db6fac421670e0e247cd898f0f', 59): 273598034}",273598034,1698890.7077491926,tcp://10.201.1.112:37879,incoming_transfer,tcp://10.201.1.112:45725,1713547383.5963907,
1,1713547278.8175604,1713547384.724565,1713547331.80585,105.90700459480286,"{('read_parquet-fused-assign-286639db6fac421670e0e247cd898f0f', 59): 273598034}",273598034,2583379.966667721,tcp://10.201.1.112:45725,outgoing_transfer,tcp://10.201.1.112:37879,1713547386.6286364,273582571.0
2,1713547199.2816956,1713547382.8190858,1713547291.0503907,183.53739023208618,"{('read_parquet-fused-assign-286639db6fac421670e0e247cd898f0f', 62): 303431504}",303431504,1653240.8116749707,tcp://10.201.1.175:35563,incoming_transfer,tcp://10.201.1.175:38857,1713547390.7170396,
3,1713547256.8031502,1713547397.1568213,1713547326.9955118,140.35367107391357,"{('read_parquet-fused-assign-286639db6fac421670e0e247cd898f0f', 62): 303431504}",303431504,2161906.4302223045,tcp://10.201.1.175:38857,outgoing_transfer,tcp://10.201.1.175:35563,1713547397.2779934,303416043.0
4,1713547403.4439325,1713547403.6138613,1713547403.528897,0.16992878913879395,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 65): 16987}",16987,99965.40366167975,tcp://10.201.1.112:38401,incoming_transfer,tcp://10.201.1.112:44499,1713547403.712563,
5,1713547403.5867963,1713547403.662853,1713547403.6268167,0.07605671882629395,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 65): 16987}",16987,223346.47434366232,tcp://10.201.1.112:44499,outgoing_transfer,tcp://10.201.1.112:38401,1713547404.5531204,3691.0
6,1713547403.4439325,1713547403.6138613,1713547403.528897,0.16992878913879395,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 65): 16987}",16987,99965.40366167975,tcp://10.201.1.112:38401,incoming_transfer,tcp://10.201.1.112:44499,1713547404.7254155,
7,1713547403.4974205,1713547404.677119,1713547404.0872698,1.1796984672546387,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 67): 17049}",17049,14451.998093780656,tcp://10.201.1.175:46677,incoming_transfer,tcp://10.201.1.112:44499,1713547404.7254195,
8,1713547404.752722,1713547404.9247513,1713547404.8427,0.1720292568206787,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 70): 17063}",17063,99186.61694729212,tcp://10.201.1.112:44499,outgoing_transfer,tcp://10.201.1.112:45725,1713547404.9295883,3767.0
9,1713547403.4974205,1713547404.677119,1713547404.0872698,1.1796984672546387,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 67): 17049}",17049,14451.998093780656,tcp://10.201.1.175:46677,incoming_transfer,tcp://10.201.1.112:44499,1713547404.954312,
10,1713547403.4973285,1713547404.9110947,1713547404.2042117,1.4137661457061768,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 70): 17063}",17063,12069.181350694336,tcp://10.201.1.112:45725,incoming_transfer,tcp://10.201.1.112:44499,1713547404.9543157,
11,1713547404.26752,1713547404.7214825,1713547404.5039072,0.4539625644683838,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 67): 17049}",17049,37555.96019236819,tcp://10.201.1.112:44499,outgoing_transfer,tcp://10.201.1.175:46677,1713547406.0182352,3753.0
12,1713547403.4973285,1713547404.9110947,1713547404.2042117,1.4137661457061768,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 70): 17063}",17063,12069.181350694336,tcp://10.201.1.112:45725,incoming_transfer,tcp://10.201.1.112:44499,1713547406.1542258,
13,1713547405.962952,1713547406.1109614,1713547406.0369568,0.1480095386505127,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 58): 17047}",17047,115175.00936376948,tcp://10.201.1.112:38401,incoming_transfer,tcp://10.201.1.112:44499,1713547406.1542296,
14,1713547405.962952,1713547406.1109614,1713547406.0369568,0.1480095386505127,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 58): 17047}",17047,115175.00936376948,tcp://10.201.1.112:38401,incoming_transfer,tcp://10.201.1.112:44499,1713547406.470631,
15,1713547405.957462,1713547406.4271436,1713547406.192303,0.4696815013885498,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 56): 17059, ('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 63): 17106, ('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 59): 17031}",51196,109001.52517960778,tcp://10.201.1.112:45725,incoming_transfer,tcp://10.201.1.112:44499,1713547406.4706333,
16,1713547403.5867963,1713547403.662853,1713547403.6268167,0.07605671882629395,"{('getitem-_get_categories-fc60a1d57aecc8ed890745752575b4e6', 65): 16987}",16987,223346.47434366232,tcp://10.201.1.112:44499,outgoing_transfer,tcp://10.201.1.112:38401,1713547406.5607648,3691.0
