,key,start,finish,called_from,time
0,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,released,waiting,tcp://10.201.3.212:37209,1713557849.371348
1,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,released,waiting,tcp://10.201.3.212:35403,1713557849.3713465
2,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,released,waiting,tcp://10.201.3.212:33643,1713557849.371343
3,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,released,waiting,tcp://10.201.3.212:33303,1713557849.3713722
4,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,waiting,ready,tcp://10.201.3.212:37209,1713557849.372153
5,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,waiting,ready,tcp://10.201.3.212:35403,1713557849.372166
6,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,waiting,ready,tcp://10.201.3.212:33643,1713557849.3721783
7,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,ready,executing,tcp://10.201.3.212:33643,1713557849.3742688
8,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,ready,executing,tcp://10.201.3.212:35403,1713557849.374263
9,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,ready,executing,tcp://10.201.3.212:37209,1713557849.3742523
10,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,waiting,ready,tcp://10.201.3.212:33303,1713557849.3742907
11,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,ready,executing,tcp://10.201.3.212:33303,1713557849.376207
12,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,executing,memory,tcp://10.201.3.212:33643,1713557852.6283364
13,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,executing,memory,tcp://10.201.3.212:35403,1713557852.640812
14,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,executing,memory,tcp://10.201.3.212:37209,1713557852.6529722
15,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,executing,memory,tcp://10.201.3.212:33303,1713557852.6763153
16,list-728efce1-73cb-4faf-adcd-e9223691d9b4,released,waiting,tcp://10.201.3.212:33303,1713557852.679139
17,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,released,fetch,tcp://10.201.3.212:33303,1713557852.6796825
18,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,released,fetch,tcp://10.201.3.212:33303,1713557852.6802661
19,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,released,fetch,tcp://10.201.3.212:33303,1713557852.6808581
20,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,fetch,flight,tcp://10.201.3.212:33303,1713557852.6815314
21,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,fetch,flight,tcp://10.201.3.212:33303,1713557852.68204
22,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,fetch,flight,tcp://10.201.3.212:33303,1713557852.6826284
23,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,flight,memory,tcp://10.201.3.212:33303,1713557852.693678
24,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,flight,memory,tcp://10.201.3.212:33303,1713557852.6949625
25,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,flight,memory,tcp://10.201.3.212:33303,1713557852.696588
