,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
0,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,,,dask_helper,dask_helper,released,waiting,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.045554
1,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,,,dask_helper,dask_helper,waiting,processing,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.0468588
2,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,,,dask_helper,dask_helper,released,waiting,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.0474424
3,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,,,dask_helper,dask_helper,waiting,processing,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.0483203
4,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,,,dask_helper,dask_helper,released,waiting,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.049048
5,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,,,dask_helper,dask_helper,waiting,processing,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.0498703
6,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,,,dask_helper,dask_helper,released,waiting,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.0505927
7,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,,,dask_helper,dask_helper,waiting,processing,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.05139
8,list-728efce1-73cb-4faf-adcd-e9223691d9b4,,,list,list,released,waiting,update-graph-1713557844.661108,tcp://10.201.3.204:8786,,,,,1713557847.0521073
9,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,23095477137408,tcp://10.201.3.212:33643,dask_helper,dask_helper,processing,memory,task-finished-1713557852.6280308,tcp://10.201.3.204:8786,1713557850.2757387,1713557853.5268893,3.251150608062744,50208,1713557852.6296566
10,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,22740811137024,tcp://10.201.3.212:35403,dask_helper,dask_helper,processing,memory,task-finished-1713557852.640575,tcp://10.201.3.204:8786,1713557850.2737634,1713557853.537514,3.2637505531311035,50208,1713557852.6416337
11,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,22400360742912,tcp://10.201.3.212:37209,dask_helper,dask_helper,processing,memory,task-finished-1713557852.6526935,tcp://10.201.3.204:8786,1713557850.2733445,1713557853.5492337,3.2758891582489014,50208,1713557852.6537938
12,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,22808685473792,tcp://10.201.3.212:33303,dask_helper,dask_helper,processing,memory,task-finished-1713557852.6760473,tcp://10.201.3.204:8786,1713557850.2774477,1713557853.574528,3.2970802783966064,50248,1713557852.6772714
13,list-728efce1-73cb-4faf-adcd-e9223691d9b4,,,list,list,waiting,processing,task-finished-1713557852.6760473,tcp://10.201.3.204:8786,,,,,1713557852.6776597
14,list-728efce1-73cb-4faf-adcd-e9223691d9b4,22808685473792,tcp://10.201.3.212:33303,list,list,processing,memory,task-finished-1713557852.700467,tcp://10.201.3.204:8786,1713557852.6769521,1713557852.6865437,0.00959157943725586,200992,1713557852.704058
15,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,,,dask_helper,dask_helper,memory,released,task-finished-1713557852.700467,tcp://10.201.3.204:8786,,,,,1713557852.7043185
16,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,,,dask_helper,dask_helper,memory,released,task-finished-1713557852.700467,tcp://10.201.3.204:8786,,,,,1713557852.7057593
17,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,,,dask_helper,dask_helper,memory,released,task-finished-1713557852.700467,tcp://10.201.3.204:8786,,,,,1713557852.706921
18,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,,,dask_helper,dask_helper,memory,released,task-finished-1713557852.700467,tcp://10.201.3.204:8786,,,,,1713557852.7079375
19,list-728efce1-73cb-4faf-adcd-e9223691d9b4,,,list,list,memory,forgotten,client-releases-keys-1713557852.7389607,tcp://10.201.3.204:8786,,,,,1713557852.7390256
20,_dask_helper-7a64c03c-550c-4b31-b49c-153a99e7b3bc,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713557852.7389607,tcp://10.201.3.204:8786,,,,,1713557852.73926
21,_dask_helper-3e40654e-d4be-41fa-869d-1e01b085079c,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713557852.7389607,tcp://10.201.3.204:8786,,,,,1713557852.740493
22,_dask_helper-66d8f552-d25f-4ff8-8829-313e41dd69f7,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713557852.7389607,tcp://10.201.3.204:8786,,,,,1713557852.7416263
23,_dask_helper-c919a457-0ac5-4103-9c41-fa38a7d2cd69,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713557852.7389607,tcp://10.201.3.204:8786,,,,,1713557852.742745
24,_dask_helper-5103bf11-19d6-4256-85d3-0a14915b5483,,,dask_helper,dask_helper,released,waiting,update-graph-1713557852.7504487,tcp://10.201.3.204:8786,,,,,1713557852.759154
25,_dask_helper-5103bf11-19d6-4256-85d3-0a14915b5483,,,dask_helper,dask_helper,waiting,processing,update-graph-1713557852.7504487,tcp://10.201.3.204:8786,,,,,1713557852.759919
26,list-6d8fdec0-9d9a-45e4-9c83-0a54ad771e5a,,,list,list,released,waiting,update-graph-1713557852.7504487,tcp://10.201.3.204:8786,,,,,1713557852.7609954
27,_dask_helper-5103bf11-19d6-4256-85d3-0a14915b5483,22601023340544,tcp://10.201.3.212:40345,dask_helper,dask_helper,processing,memory,task-finished-1713557866.3027966,tcp://10.201.3.204:8786,1713557853.4383066,1713557866.304595,12.866288423538208,4961200,1713557866.304317
28,list-6d8fdec0-9d9a-45e4-9c83-0a54ad771e5a,,,list,list,waiting,processing,task-finished-1713557866.3027966,tcp://10.201.3.204:8786,,,,,1713557866.3048189
29,list-6d8fdec0-9d9a-45e4-9c83-0a54ad771e5a,22601023340544,tcp://10.201.3.212:40345,list,list,processing,memory,task-finished-1713557866.3087816,tcp://10.201.3.204:8786,1713557866.3073342,1713557866.3073916,5.745887756347656e-05,4961288,1713557866.3098161
30,_dask_helper-5103bf11-19d6-4256-85d3-0a14915b5483,,,dask_helper,dask_helper,memory,released,task-finished-1713557866.3087816,tcp://10.201.3.204:8786,,,,,1713557866.3100424
31,list-6d8fdec0-9d9a-45e4-9c83-0a54ad771e5a,,,list,list,memory,forgotten,client-releases-keys-1713557866.3550613,tcp://10.201.3.204:8786,,,,,1713557866.3551333
32,_dask_helper-5103bf11-19d6-4256-85d3-0a14915b5483,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713557866.3550613,tcp://10.201.3.204:8786,,,,,1713557866.355374
33,_dask_helper-fb0df722-481a-416c-b564-f1bc1021cef8,,,dask_helper,dask_helper,released,waiting,update-graph-1713557866.366121,tcp://10.201.3.204:8786,,,,,1713557866.3732197
34,_dask_helper-fb0df722-481a-416c-b564-f1bc1021cef8,,,dask_helper,dask_helper,waiting,processing,update-graph-1713557866.366121,tcp://10.201.3.204:8786,,,,,1713557866.3741848
35,list-d533a0e3-251a-4873-8b11-2f194b766c11,,,list,list,released,waiting,update-graph-1713557866.366121,tcp://10.201.3.204:8786,,,,,1713557866.3753061
36,_dask_helper-fb0df722-481a-416c-b564-f1bc1021cef8,22429659656192,tcp://10.201.3.212:45873,dask_helper,dask_helper,processing,memory,task-finished-1713557879.7662542,tcp://10.201.3.204:8786,1713557867.0506997,1713557879.7659671,12.715267419815063,80240,1713557879.7677443
37,list-d533a0e3-251a-4873-8b11-2f194b766c11,,,list,list,waiting,processing,task-finished-1713557879.7662542,tcp://10.201.3.204:8786,,,,,1713557879.7681787
38,list-d533a0e3-251a-4873-8b11-2f194b766c11,22429479731200,tcp://10.201.3.212:45873,list,list,processing,memory,task-finished-1713557879.7723196,tcp://10.201.3.204:8786,1713557879.7703385,1713557879.7704153,7.677078247070312e-05,80328,1713557879.7732432
39,_dask_helper-fb0df722-481a-416c-b564-f1bc1021cef8,,,dask_helper,dask_helper,memory,released,task-finished-1713557879.7723196,tcp://10.201.3.204:8786,,,,,1713557879.7734463
40,list-d533a0e3-251a-4873-8b11-2f194b766c11,,,list,list,memory,forgotten,client-releases-keys-1713557879.7841656,tcp://10.201.3.204:8786,,,,,1713557879.7842197
41,_dask_helper-fb0df722-481a-416c-b564-f1bc1021cef8,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713557879.7841656,tcp://10.201.3.204:8786,,,,,1713557879.7844267
