,worker,action,stimulus_id,time
0,tcp://10.201.3.87:33955,add,,1713546936.6996343
1,tcp://10.201.3.87:44003,add,,1713546938.503162
2,tcp://10.201.3.87:32819,add,,1713546938.5066884
3,tcp://10.201.3.87:36713,add,,1713546938.5079598
4,tcp://10.201.2.122:33757,add,,1713546938.509113
5,tcp://10.201.2.122:39659,add,,1713546938.51023
6,tcp://10.201.2.122:35627,add,,1713546938.5113485
7,tcp://10.201.2.122:39813,add,,1713546938.5124493
