,worker,action,stimulus_id,time
0,tcp://10.201.1.247:32837,add,,1713541270.8948941
1,tcp://10.201.1.247:46303,add,,1713541272.709505
2,tcp://10.201.1.247:33991,add,,1713541272.7126184
3,tcp://10.201.1.247:46401,add,,1713541272.7143133
4,tcp://10.201.2.222:42637,add,,1713541272.715466
5,tcp://10.201.2.222:38281,add,,1713541272.7166228
6,tcp://10.201.2.222:33419,add,,1713541272.7177336
7,tcp://10.201.2.222:40015,add,,1713541272.7188435
