,worker,action,stimulus_id,time
0,tcp://10.201.2.44:41041,add,,1713546963.6014702
1,tcp://10.201.2.44:44717,add,,1713546965.4987967
2,tcp://10.201.2.44:36489,add,,1713546965.5018108
3,tcp://10.201.2.44:39751,add,,1713546965.5029383
4,tcp://10.201.2.42:34205,add,,1713546965.5040438
5,tcp://10.201.2.42:42141,add,,1713546965.5051737
6,tcp://10.201.2.42:32773,add,,1713546965.5062795
7,tcp://10.201.2.42:38759,add,,1713546965.5073605
